sample,Rv1817
SRX3995807,0.5077345084
SRX3995806,0.39403973940000003
SRX3995809,0.3527840282
SRX3995808,0.345112486
SRX4619048,0.5220696369
SRX4619047,0.4577922105
SRX4619049,0.4490935606
SRX4619050,0.4122128612
SRX3995804,0.1672675838
SRX3995805,-0.1672675838
SRX5089845,-0.8881117492
SRX5089844,-0.716917484
SRX5089860,-0.0616967732
SRX5089859,0.039932385
SRX5089858,0.021764388200000002
SRX5089854,0.3383504081
SRX5089853,0.3749452733
SRX5089852,0.33923927730000003
SRX5089856,-0.6279021008
SRX5089855,-0.7322212372
SRX5089857,-0.7604232432
SRX5089868,0.2425324097
SRX5089866,0.18296678900000002
SRX5089867,0.3074064787
SRX5089870,-0.7134144418
SRX5089869,-0.7049141905
SRX5089871,-0.3033880491
SRX5089846,0.0047789128
SRX5089848,-0.1041735403
SRX5089847,-0.12437022660000001
SRX5089849,-0.8712609143000001
SRX5089850,-0.9940843698
SRX5089851,-0.9912050925
SRX5089863,-0.2541756912
SRX5089861,-0.07305963630000001
SRX5089862,-0.0007893001
SRX5089865,-1.0519207857
SRX5089864,-0.8754910395000001
SRX5388955,-0.1608606492
SRX5388957,-0.023477708200000003
SRX5388954,0.13303929820000002
SRX5388956,0.051299059200000004
SRX5388960,0.27508952670000003
SRX5388961,0.7104151196
SRX5388959,0.26556495420000004
SRX5388958,0.2962386697
SRX5388964,0.0010775256
SRX5388965,0.4663278746
SRX5388962,0.6056536619
SRX5388963,0.2521077068
SRX6889335,-0.2141779825
SRX6889333,0.2141779825
SRX6810002,-0.0254917689
SRX6810004,0.06937279390000001
SRX6810003,-0.043881025000000004
SRX6810006,1.0092722256
SRX6810005,0.9791805007000001
SRX6810007,0.5176210204
ERX1818322,0.3173554643
ERX1818321,-0.3173554643
SRX2617830,-0.3415894064
SRX2617831,-0.455718281
SRX2617833,-0.0128596825
SRX2617832,-0.19862665140000002
SRX2617828,0.0743894044
SRX2617827,-0.0476083771
SRX2617829,-0.0267810273
SRX3456119,-0.023770489800000003
SRX3456118,0.14319811100000002
SRX3456117,-0.1161476808
SRX3456101,-0.13004759670000002
SRX3456099,0.009014038700000001
SRX3456100,0.12103355810000001
SRX3456107,-0.8325257314000001
SRX3456105,-1.3191056434
SRX4374122,0.0237556854
SRX4374121,0.23904747950000002
SRX4374123,0.0480423332
SRX4374124,-0.10147315650000001
SRX4374125,0.0810152698
SRX4374126,0.0204578867
SRX4374127,0.4573037922
SRX4374128,0.399421116
SRX4374129,0.2248370234
SRX4374130,-0.0551260679
SRX4374132,-0.35447751920000004
SRX4374131,-0.045585502900000005
SRX4374133,0.37850994060000004
SRX4374135,0.09108814080000001
SRX4374134,0.2952890649
SRX4374138,-0.4568682395
SRX4374136,-0.2669028489
SRX4374137,-0.2941771809
SRX1091379,0.7410317553
SRX1091380,0.7458901654000001
SRX1091377,-0.0229806679
SRX1091378,0.0229806679
SRX4647145,-0.0550645247
SRX4647146,-0.0349415256
SRX4647147,-0.09055602950000001
SRX4647144,0.038228028500000004
SRX4647143,0.0079437477
SRX4647142,-0.0461717762
SRX4647155,-0.21653348700000002
SRX4647152,-0.1938261591
SRX4647153,-0.2147083404
SRX4647154,-0.1319951759
SRX4647148,-0.10929952600000001
SRX4647149,-0.2116802278
SRX4647151,-0.0891297046
SRX4647150,0.0099074759
SRX4647123,0.1542315265
SRX4647124,-0.1625477784
SRX4647125,0.0083162519
SRX3103185,0.2170658484
SRX3103189,0.2155696053
SRX3103187,-0.2311683883
SRX3103184,0.11668129520000001
SRX3103188,0.1572954776
SRX3103186,-0.2739767728
SRX1372110,0.248396934
SRX1372111,0.2689338448
SRX1372108,-0.08546474400000001
SRX1372109,0.08546474400000001
SRX4506085,0.0981089961
SRX4506083,0.0787633023
SRX4506089,0.0260411597
SRX4506087,0.0872284566
SRX4506077,0.0135575261
SRX4506079,0.0212969644
SRX4506075,-0.0491272681
SRX4506081,0.0142727776
SRX4506084,-0.0706530392
SRX4506086,-0.0954182625
SRX4506088,-0.0166469963
SRX4506090,0.0261686969
SRX4506078,-0.14113730830000001
SRX4506080,-0.2828789141
SRX4506082,-0.12011124890000001
SRX4506076,-0.1263090809
SRX5352221,-0.0848405385
SRX5352223,0.14974886880000002
SRX5352222,0.4974560034
SRX5352229,1.6004748267000002
SRX5352227,1.5877800642
SRX5352228,1.6244010298
SRX5352231,0.08007038350000001
SRX5352232,0.22556376020000002
SRX5352230,0.0168811143
SRX5352225,-1.0730818463
SRX5352224,-1.1337522646
SRX5352226,-1.1282912435
SRX5352220,0.0368880762
SRX5352219,0.0698836649
SRX5352218,-0.1067717412
SRX4498228,-0.0628693842
SRX4498224,-0.0143793918
SRX4498230,0.0093321179
SRX4498226,0.0736717835
SRX4498218,0.0697494141
SRX4498216,-0.0335025885
SRX4498220,-0.0220123326
SRX4498222,-0.014234493
SRX4498225,-0.19785327
SRX4498227,-0.1534781332
SRX4498231,-0.2222667656
SRX4498229,-0.2261406497
SRX4498217,-0.4164443143
SRX4498221,-0.3016981575
SRX4498219,-0.2981950833
SRX4498223,-0.2441192445
SRX5079928,-0.4392618843
SRX5079930,-0.5698431358
SRX5079929,-0.5951643538
SRX5079923,-0.24478518300000002
SRX5079924,-0.29820306700000004
SRX5079922,-0.2084520621
SRX5079920,-0.007745938700000001
SRX5079921,-0.0898232914
SRX5079919,0.0975692301
SRX5079926,-0.3744242195
SRX5079925,-0.3535603631
SRX5079927,-0.1858714675
SRX894005,1.4876229034000001
SRX894004,1.5008469661000001
SRX894006,1.5952502149
SRX893999,-0.058794331400000004
SRX894000,0.044680534
SRX893998,0.014113797400000001
SRX4647489,0.0132471735
SRX4647490,-0.0132471735
SRX4647492,0.2714805488
SRX4647491,0.1271684237
SRX4647496,0.1411481853
SRX4647495,0.0962147076
SRX4647499,0.23808886980000002
SRX4647500,0.2139433631
SRX4647493,0.24127621200000002
SRX4647494,0.3386456954
SRX4647497,0.08678215090000001
SRX4647498,0.0449590655
SRX4505482,-0.0434123244
SRX4505486,-0.0328035104
SRX4505484,0.1340078181
SRX4505473,-0.0277307866
SRX4505476,-0.0062939405
SRX4505480,0.07461222640000001
SRX4505478,-0.0510654714
SRX4505474,-0.0172528145
SRX4505483,0.16810817900000002
SRX4505485,0.22151047100000001
SRX4505487,0.18930568890000002
SRX4505488,0.1682430011
SRX4505481,0.3830108843
SRX4505477,0.2816439414
SRX4505475,0.2261065385
SRX4505479,0.2455638698
SRX4605773,-0.0417907334
SRX4605774,0.019802381
SRX4605772,0.0139340528
SRX4605771,-0.0139340528
SRX5178871,-0.006508948200000001
SRX5178872,0.12045209770000001
SRX5178868,-0.0074429913
SRX5178870,0.1542990578
SRX5178869,-0.1468560665
ERX1404045,-0.26908061240000003
ERX1404046,0.26908061240000003
ERX1404043,0.30842779070000004
ERX1404044,0.2759396794
ERX237502,-0.0341079449
ERX237505,0.1352103425
ERX237506,0.0671122707
ERX237500,-0.009564028
ERX237497,0.1413909097
ERX237499,0.32398801190000004
ERX237507,0.0368745553
ERX237496,0.2869295243
ERX237504,-0.3238040796
ERX3772318,0.1122065518
ERX3772320,0.0821685922
ERX3772319,0.2350716202
ERX3772321,-0.3973624967
ERX3772322,-0.1074603177
ERX3772323,0.5048228144
SRX4314262,-0.1606014288
SRX4314263,-0.2739559877
SRX4314261,0.4345574165
SRX4314265,0.45671474230000003
SRX4314266,-0.0034809136
SRX4314264,0.029213140000000002
SRX4314268,-0.0449952907
SRX4314267,-0.4527808139
SRX4314271,0.0368691566
SRX4314272,-0.5365633091
SRX4314275,-0.33686527400000005
SRX4314274,-0.051355246
SRX4314273,-0.0665241312
SRX4314278,-0.4726335063
SRX4314276,-0.233468224
SRX4314281,-0.038409273300000005
SRX4314279,-0.2528911988
SRX4314280,-0.0716804634
SRX4314284,-0.41572668160000004
SRX4314283,-0.4115430011
SRX4314282,-0.0744625094
SRX4314293,0.013809486400000001
SRX4314292,0.22980983870000002
SRX4314291,0.0627569643
SRX4314297,0.4329102199
SRX4314298,0.22584995130000002
SRX4314299,0.4483752213
SRX4314302,0.6254068395
SRX4314301,0.2139896608
SRX4314300,0.17935377430000002
SRX4314305,0.3309107539
SRX4314304,-0.5624258598
SRX4314303,-0.23173384970000002
SRX4314309,-0.4910455387
SRX4314306,0.1371502613
SRX4314308,0.08760841200000001
SRX4314307,-0.038995093
SRX4314311,0.0262496777
SRX4314317,1.0270698723
SRX4314316,0.5995886552
SRX4314318,0.6263514005
SRX4314319,0.4300857246
SRX4314331,-0.0035409444
SRX4314330,-0.0889388436
SRX4314332,-0.17968704030000002
SRX4314335,-0.1121639606
SRX4314334,-0.2746945159
SRX4314333,-0.1469624796
SRX4314338,-0.19148610970000002
SRX4314336,-0.3649412616
SRX4314337,-0.24267039
SRX4314339,-0.4481730944
SRX4314340,-0.6275673305
SRX4314341,-0.2660450028
SRX3686762,-0.26853212730000003
SRX3686763,-0.44861246330000004
SRX3686761,-0.1329420472
SRX3686765,-0.0552248758
SRX3686769,-0.1467875778
SRX3686766,-0.272127614
SRX3686768,-0.0750690341
SRX3686764,0.0157088535
SRX3686767,-0.1489927802
SRX3686788,0.1955180303
SRX3686791,-0.0500733924
SRX3686792,-0.10574154350000001
SRX3686793,0.0705684001
SRX3686790,0.20529051610000001
SRX3686789,-0.3155620106
SRX3686829,-0.2161097847
SRX3686830,-0.17909385900000002
SRX3686828,-0.16601649440000002
SRX3686819,-0.5288843679
SRX3686818,-0.6014618549
SRX3686817,-0.5768251146
SRX3686822,0.5310921424
SRX3686820,0.257406363
SRX3686821,0.5241571341
SRX3686743,-0.193507266
SRX3686744,-0.20998731710000001
SRX3686745,-0.3330646431
SRX3686772,0.0853608641
SRX3686770,0.0781453562
SRX3686771,0.0150354189
SRX3686794,-0.2444521843
SRX3686796,-0.3048233808
SRX3686751,-0.2653708607
SRX3686749,-0.3323418617
SRX3686750,-0.41091258500000005
SRX3686778,-0.1553216908
SRX3686777,-0.2724487838
SRX3686776,-0.0188177539
SRX3686800,-0.2540321782
SRX3686801,-0.42907088
SRX3686755,-0.4879724655
SRX3686757,-0.2746202783
SRX3686756,-0.6568258827
SRX3686784,-0.0303397436
SRX3686783,0.0071045508000000005
SRX3686782,-0.0841392293
SRX3686809,-0.2638357495
SRX3686807,-0.1742300169
SRX3686808,-0.34929490620000003
SRX3686787,-0.025158631100000002
SRX3686786,-0.0495498507
SRX3686785,0.1425104858
SRX3686799,-0.8273966868
SRX3686797,-0.45484486160000004
SRX3686798,-0.5326820852
SRX3686746,-0.2702448999
SRX3686748,-0.3774135951
SRX3686747,-0.2013072726
SRX3686773,-0.13409620790000001
SRX3686774,-0.2146099394
SRX3686775,-0.3246366988
SRX3686754,-0.2919537518
SRX3686753,-0.44877271550000003
SRX3686752,-0.4688577741
SRX3686780,-0.33654225520000003
SRX3686779,-0.5804290397
SRX3686781,-0.3884811587
SRX3686806,-0.4762773798
SRX3686805,-0.3954692006
SRX3686758,-0.12705519740000001
SRX3686760,-0.1563164564
SRX3686759,-0.0484531868
SRX3686810,0.0459643792
SRX3686811,-0.38597492380000004
SRX3686812,-0.1458483456
SRX3686813,-0.030211708
SRX3686815,-0.0766330525
SRX3686816,-0.2774525855
SRX3686823,-0.16904558190000002
SRX3686824,-0.21457545890000002
SRX3686825,-0.20552544020000002
SRX3686827,0.0660046757
SRX3686826,0.26071858800000003
SRX7054191,0.0693772986
SRX7054189,-0.025489871600000002
SRX7054190,-0.043887427
SRX7054193,0.8925473918
SRX7054192,0.9272010984
SRX7054194,1.0470398896
SRX4506284,-0.5563205728
SRX4506280,-0.1201517515
SRX4506282,-0.2480132918
SRX4506278,-0.2432155188
SRX4506274,-0.009150526
SRX4506273,-0.08869528510000001
SRX4506271,0.21417809810000002
SRX4506276,-0.116332287
SRX4506283,-0.4724121475
SRX4506279,-0.5308224791
SRX4506285,-0.6807936657
SRX4506281,-0.48313316500000003
SRX4506275,-0.20104313980000002
SRX4506277,-0.0530563272
SRX4506272,-0.1233428139
SRX2923393,-0.011876955600000001
SRX2923394,0.011876955600000001
SRX2923398,1.3280879278
SRX2923397,0.7977192479
SRX2923395,2.024816524
SRX2923396,2.1785749932
SRX2923400,-1.7041509503999999
SRX2923401,-1.7250000655000002
SRX2923403,-0.1701105725
SRX2923402,-0.4360384405
SRX6853288,0.029161249900000002
SRX6853287,0.1742840223
SRX6853286,0.29283113790000004
SRX6853284,0.0445416062
SRX6853285,-0.1156806635
SRX6853283,0.0711390573
SRX4319040,-0.0043115774
SRX4319041,-0.15405424950000002
SRX4319039,0.1583658268
SRX4314613,0.0165592736
SRX4314614,-0.0739429946
SRX4314615,0.0559488416
SRX4314632,0.6475965097
SRX4314631,0.3326241801
SRX4314633,0.48611654120000003
SRX4314622,0.1863320078
SRX4314623,-0.0871094558
SRX4314624,0.028020509000000002
SRX4314611,-0.1151939337
SRX4314610,-0.0868974649
SRX4314612,0.2020913986
SRX4314630,0.2809597451
SRX4314628,0.5934328271
SRX4314629,0.4307727275
SRX4314619,-0.1376511537
SRX4314621,-0.28496401450000003
SRX4314620,0.0093224792
SRX7119390,-0.088381096
SRX7119388,0.088381096
SRX7119386,-0.067151215
SRX7119385,0.0988077871
SRX7119387,0.034721910700000004
SRX3746749,0.2657398842
SRX3746748,0.49062155550000003
SRX3746751,-0.2419045185
SRX3746750,-0.2863543602
SRX3746752,-0.44720413600000003
SRX3746753,-0.5178311697
SRX3746755,0.1250919455
SRX3746754,-0.1250919455
SRX2345943,-0.0297287585
SRX2345942,0.0297287585
SRX2345941,0.35130260290000004
