,0
gene_id,Rv1817
name,Rv1817
operon,Op1145
gene_product,flavoprotein
COG,Energy production and conversion
regulator,"Rv0324,Rv0681,csoR,whiA,Rv1776c,kstR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1817"">External Database</a>"
