,0
gene_id,Rv1096
name,Rv1096
operon,Op717
gene_product,glycosyl hydrolase
COG,Carbohydrate transport and metabolism
regulator,"devR,Rv3488,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1096"">External Database</a>"
