,Value,list
TF,devR,
reg_genes,441,"['Rv0090' 'mce1F' 'menC' 'Rv2242' 'Rv0089' 'gap' 'Rv1508c' 'fadE15' 'hrcA'
 'icd2' 'Rv0823c' 'PPE11' 'ppk2' 'Rv2787' 'rplC' 'mazE2' 'Rv1989c'
 'Rv2037c' 'Rv2226' 'argR' 'Rv3767c' 'Rv1462' 'Rv2630' 'Rv2021c' 'glyS'
 'Rv3729' 'groEL2' 'cysA2' 'rpsC' 'Rv2635' 'Rv2141c' 'mscL' 'Rv3046c'
 'vapC14' 'mazF2' 'vapB41' 'Rv0439c' 'hadB' 'amt' 'eccD3' 'nirB' 'Rv2553c'
 'Rv2372c' 'rplQ' 'ndh' 'Rv3005c' 'PPE7' 'cbs' 'hspR' 'mtc28' 'Rv3273'
 'vapC6' 'PPE17' 'ethA' 'Rv2949c' 'Rv3008' 'Rv1101c' 'Rv1505c' 'Rv1979c'
 'mmpS3' 'rpsN1' 'TB27.3' 'Rv3292' 'Rv1132' 'Rv3740c' 'espG3' 'mtn' 'kshA'
 'rplV' 'Rv0175' 'clpC1' 'Rv0574c' 'Rv1907c' 'Rv2803' 'Rv1887' 'Rv0177'
 'Rv3189' 'accD6' 'pip' 'pgsA2' 'pepN' 'Rv1544' 'Rv2751' 'speE' 'Rv1112'
 'aspC' 'Rv0435c' 'aroE' 'Rv2011c' 'ftsY' 'proS' 'dgt' 'Rv0178' 'uvrD2'
 'omt' 'esxH' 'Rv0250c' 'Rv0911' 'Rv0455c' 'amiC' 'Rv3271c' 'cpsY' 'mazF6'
 'Rv1823' 'rpmH' 'Rv3249c' 'Rv2624c' 'devS' 'gabD2' 'nrdB' 'fadE4'
 'Rv2923c' 'ggtA' 'Rv1460' 'Rv0585c' 'Rv2423' 'frdB' 'smtB' 'Rv1466'
 'pfkA' 'Rv1976c' 'Rv2033c' 'ppiA' 'PE_PGRS40' 'Rv1453' 'Rv2120c' 'mce2R'
 'Rv1592c' 'Rv0192' 'Rv2375' 'Rv2818c' 'lipR' 'kasB' 'rplB' 'pepR' 'mpt64'
 'lprK' 'mce2F' 'Rv0875c' 'moaR1' 'papA1' 'Rv0776c' 'Rv0909' 'Rv3387'
 'Rv3066' 'adhD' 'Rv1702c' 'Rv3272' 'Rv1096' 'mmr' 'Rv0401' 'fadD30'
 'rplE' 'csd' 'Rv1566c' 'Rv1459c' 'ethR' 'Rv3231c' 'rskA' 'Rv1535'
 'Rv2000' 'pfkB' 'esxK' 'Rv2716' 'ppsE' 'Rv1463' 'Rv1597' 'rplF' 'acyP'
 'nusG' 'sdhB' 'mmpL4' 'Rv3902c' 'Rv0678' 'mce1B' 'parA' 'Rv2551c' 'rpmG2'
 'fbiC' 'Rv0245' 'Rv1730c' 'leuS' 'fadE5' 'Rv3789' 'cmtR' 'moaE1' 'Rv0880'
 'Rv3742c' 'mazF3' 'dnaA' 'Rv0910' 'mycP5' 'Rv3769' 'Rv0565c' 'relG'
 'PPE4' 'dnaJ1' 'Rv2908c' 'Rv1598c' 'Rv2800' 'Rv2004c' 'Rv0078A' 'rplP'
 'Rv2508c' 'Rv3492c' 'ribD' 'rpmC' 'Rv3525c' 'TB18.6' 'dprE1' 'Rv2418c'
 'Rv1882c' 'fadD13' 'Rv0843' 'topA' 'lppE' 'argD' 'Rv2035' 'bacA' 'rpfA'
 'Rv3353c' 'fadD23' 'Rv2625c' 'Rv2018' 'Rv3294c' 'Rv2799' 'tmk' 'yrbE1B'
 'Rv2039c' 'nrdF1' 'frdC' 'Rv2619c' 'Rv1735c' 'argG' 'drrB' 'mce1A' 'rpsQ'
 'rpfC' 'mpt83' 'yrbE4B' 'Rv3083' 'PPE33' 'PPE50' 'psd' 'fmt' 'Rv1192'
 'Rv2798c' 'Rv0365c' 'Rv2466c' 'rpsS' 'pcd' 'argF' 'pks8' 'papA5'
 'Rv3312A' 'zur' 'Rv1167c' 'moeA2' 'Rv1732c' 'Rv1358' 'Rv2019' 'Rv1885c'
 'erg3' 'Rv1331' 'sdhA' 'PPE27' 'vapC41' 'rpsD' 'dnaK' 'purB' 'Rv1524'
 'devR' 'mmpL12' 'Rv2715' 'Rv0008c' 'Rv2864c' 'rpsE' 'Rv1465' 'Rv1138c'
 'moeB2' 'Rv0653c' 'hadA' 'phoH1' 'Rv3903c' 'Rv2148c' 'Rv2819c' 'Rv0082'
 'mshC' 'yrbE2A' 'Rv0680c' 'gpsI' 'tpi' 'Rv2693c' 'PE19' 'furA' 'cyp135B1'
 'Rv3921c' 'PE12' 'htdX' 'Rv3766' 'Rv3736' 'gmk' 'Rv2147c' 'fmu' 'cysK2'
 'PPE8' 'katG' 'Rv2777c' 'Rv3190c' 'Rv1507A' 'Rv1509' 'add' 'Rv0081'
 'Rv1375' 'fadE28' 'drrC' 'lprF' 'gid' 'fabG3' 'mmpL5' 'Rv2420c' 'Rv2422'
 'mmpL1' 'fadD1' 'Rv1066' 'typA' 'Rv0841' 'Rv1360' 'gpgP' 'hadC' 'pncB2'
 'Rv2028c' 'Rv1993c' 'parE2' 'vapB14' 'Rv0227c' 'Rv3741c' 'Rv0320'
 'Rv1332' 'Rv2367c' 'PE_PGRS23' 'Rv3920c' 'Rv2631' 'dprE2' 'icd1' 'rplO'
 'vapC7' 'Rv0083' 'htrA' 'trpE' 'Rv2302' 'Rv2520c' 'Rv3295' 'Rv3085'
 'rpmD' 'Rv3064c' 'grpE' 'espA' 'Rv2953' 'lipY' 'ppsD' 'kasA' 'sdhD'
 'argJ' 'acpM' 'pyrE' 'tgs4' 'prpC' 'qor' 'virS' 'Rv1816' 'Rv0338c' 'radA'
 'sigK' 'prpD' 'Rv2802c' 'Rv1883c' 'plsB1' 'mce1C' 'gatB' 'hisS' 'eccA5'
 'rplR' 'rpoA' 'Rv0775' 'Rv2197c' 'PPE30' 'fadE29' 'Rv3087' 'mycP3' 'sirR'
 'Rv0567' 'prpR' 'Rv2620c' 'aftA' 'argB' 'truA' 'Rv2331A' 'Rv3090' 'lpdC'
 'ctpG' 'Rv3098c' 'Rv1543' 'rpsH' 'pgk' 'dnaJ2' 'Rv0268c' 'fadD4' 'Rv0552'
 'vapC1' 'rplD' 'Rv0193c' 'Rv0654' 'Rv0986' 'glbN' 'Rv2369c' 'Rv3839'
 'Rv3524' 'ctpE' 'Rv0176' 'Rv1995' 'mmpS5' 'argC' 'rplA' 'Rv2912c'
 'vapC43' 'eccE3' 'tatB' 'mgtC' 'PPE3' 'Rv1998c' 'mbcA' 'Rv2636' 'Rv3768']"
comp_genes,22,"['Rv1996' 'Rv0569' 'hspX' 'TB31.7' 'Rv2628' 'Rv3127' 'fdxA' 'tgs1'
 'Rv3134c' 'Rv3131' 'acg' 'Rv1738' 'Rv0079' 'hrp1' 'ctpF']"
both_genes,7,['Rv2030c' 'Rv2627c' 'narK2' 'narX' 'Rv0080' 'Rv1733c' 'Rv1813c']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
