,0
gene_id,Rv0963c
name,Rv0963c
operon,Op624
gene_product,hypothetical protein
COG,Amino acid transport and metabolism
regulator,"Rv0023,csoR,Rv1776c,Rv2021c,Rv2250c,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0963c"">External Database</a>"
