,0
gene_id,Rv0507
name,mmpL2
operon,Op338
gene_product,transmembrane transport protein MmpL2
COG,Function unknown
regulator,"Rv0023,Rv0047c,Rv0081,Rv0135c,Rv0158,Rv0302,Rv0324,Rv0678,trcR,Rv1219c,Rv1353c,Rv1473A,Rv1816,higA,lysG,cmtR,Rv2011c,Rv2250c,Rv2642,sigA,Rv2887,mtrA,Rv3249c,sigF,Rv3488,kstR,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0507"">External Database</a>"
