,0
gene_id,Rv1982A
name,vapB36
operon,Op1240
gene_product,antitoxin VapB36
COG,Function unknown
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1982A"">External Database</a>"
