,0
gene_id,Rv2128
name,Rv2128
operon,Op1332
gene_product,transmembrane protein
COG,No COG annotation
regulator,"Rv0023,Rv0081,Rv0135c,csoR,trcR,Rv2034"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2128"">External Database</a>"
