,0
gene_id,Rv3678A
name,Rv3678A
operon,Op2295
gene_product,hypothetical protein
COG,Function unknown
regulator,"Rv0474,csoR,Rv1395,mbcA"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3678A"">External Database</a>"
