sample,Rv0634B
SRX958317,0.42217985750000003
SRX958315,0.8975628952
SRX958316,0.7674441397
SRX958324,0.9441840109
SRX958325,0.9941320931000001
SRX4498322,0.1535490988
SRX4498318,-0.0666800579
SRX4498320,0.200707969
SRX4498316,0.3267136572
SRX4498312,0.0853575579
SRX4498308,0.0041349643
SRX4498314,0.0347683435
SRX4498310,-0.1242608657
SRX4498319,1.1083120765
SRX4498317,1.4411858368
SRX4498311,0.5907398383
SRX4498315,0.4640202215
SRX4498309,1.0577229655
SRX4498313,0.3679918942
SRX4615568,0.22591069600000002
SRX4615570,-0.22591069600000002
SRX727246,2.3564344669
SRX727243,2.7484865701
SRX727247,2.3169932106
SRX727244,2.4756784693
SRX727245,2.9225816956
SRX727248,2.7458045502
SRX727249,-0.3382001779
SRX727251,0.0184656557
SRX727250,0.31973452210000003
SRX4498332,-0.0042466145
SRX4498334,-0.3232883312
SRX4498335,-0.4183052112
SRX4498337,-0.6414693655
SRX4498324,-0.1209995195
SRX4498326,0.1007136518
SRX4498328,0.0061184149
SRX4498330,0.0141674528
SRX4498336,-0.4702251287
SRX4498333,-0.420377058
SRX4498338,-0.6394870866
SRX4498329,-0.4281800355
SRX4498325,-0.5291308687
SRX4498327,-0.2430786202
SRX4498331,-0.2857443844
