,0
gene_id,Rv2490a
name,Rv2490a
operon,Op1575
gene_product,hypothetical protein
COG,No COG annotation
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2490a"">External Database</a>"
