sample,Rv2490a
SRX3995807,-0.238055916
SRX3995806,-0.10919781120000001
SRX3995809,-0.12417920390000001
SRX3995808,-0.6866139414
SRX4619048,-0.874810752
SRX4619047,-1.3380969774
SRX4619049,-0.8644160343
SRX4619050,-1.1028198228
SRX3995804,-0.4535760615
SRX3995805,0.4535760615
SRX5089845,0.1846835477
SRX5089844,-0.1269622347
SRX5089860,-0.0664558912
SRX5089859,0.18382422510000002
SRX5089858,-0.117368334
SRX5089854,5.8996716302
SRX5089853,5.249013465
SRX5089852,5.2935042758
SRX5089856,-0.4653481915
SRX5089855,-0.7464112999
SRX5089857,-0.33235605630000004
SRX5089868,5.7103693264
SRX5089866,5.5275055837
SRX5089867,5.1328834715
SRX5089870,0.1978435023
SRX5089869,-0.1424318614
SRX5089871,-0.2156418265
SRX5089846,6.208903766
SRX5089848,6.2331642027
SRX5089847,5.9996082026
SRX5089849,-0.8178495944
SRX5089850,-0.3152704404
SRX5089851,-1.3328048715
SRX5089863,6.4053860834
SRX5089861,6.1950930905
SRX5089862,6.2748369517
SRX5089865,-0.6797960316
SRX5089864,0.09246220420000001
SRX5388955,-0.2998236262
SRX5388957,0.1272653887
SRX5388954,-0.1088511006
SRX5388956,0.2814093382
SRX5388960,0.0339215349
SRX5388961,0.49335916760000004
SRX5388959,-0.0854192242
SRX5388958,-0.6129346353
SRX5388964,0.1892771164
SRX5388965,0.9102031505
SRX5388962,1.0074126565
SRX5388963,0.2006062207
SRX6889335,-0.39619883580000004
SRX6889333,0.39619883580000004
SRX6810002,0.7763898986000001
SRX6810004,-0.5300750985
SRX6810003,-0.2463148001
SRX6810006,0.4644781207
SRX6810005,-0.4401314664
SRX6810007,0.8276997656
ERX1818322,0.09419658980000001
ERX1818321,-0.09419658980000001
SRX2617830,0.7877708279000001
SRX2617831,1.1722919935
SRX2617833,1.4186587247
SRX2617832,0.8833800927000001
SRX2617828,-0.45627394720000003
SRX2617827,0.648115285
SRX2617829,-0.1918413378
SRX3456119,1.0123168832
SRX3456118,-3.8124824152
SRX3456117,0.5946437507
SRX3456101,0.1748221911
SRX3456099,-0.0552402059
SRX3456100,-0.11958198510000001
SRX3456107,-0.6740654278
SRX3456105,0.7872017688
SRX4374122,-0.3280914803
SRX4374121,-0.18369743600000002
SRX4374123,0.055185522300000005
SRX4374124,0.1662850365
SRX4374125,-0.0502120547
SRX4374126,-0.11607298190000001
SRX4374127,0.5516142841
SRX4374128,0.13094678270000001
SRX4374129,0.1413288657
SRX4374130,-0.1561371305
SRX4374132,0.26042831
SRX4374131,-0.417325804
SRX4374133,0.2746846847
SRX4374135,-0.9057503605
SRX4374134,0.1498801452
SRX4374138,0.1349457304
SRX4374136,0.3495320257
SRX4374137,0.5025610456
SRX1091379,1.1288030887
SRX1091380,1.9608143107
SRX1091377,-0.0047552295
SRX1091378,0.0047552295
SRX4647145,-0.21135367300000002
SRX4647146,-0.6097135367000001
SRX4647147,-0.1023982906
SRX4647144,0.26344993310000003
SRX4647143,0.2362488671
SRX4647142,-0.4996988002
SRX4647155,0.4368422461
SRX4647152,0.8030613688
SRX4647153,-0.0853181108
SRX4647154,0.5606399196
SRX4647148,0.46822478510000004
SRX4647149,0.1276866461
SRX4647151,0.3651360594
SRX4647150,-0.5883421009
SRX4647123,-0.2932077909
SRX4647124,0.20316367030000002
SRX4647125,0.09004412070000001
SRX3103185,-0.0761281758
SRX3103189,-0.2345973181
SRX3103187,-0.45630541750000003
SRX3103184,0.23423415700000003
SRX3103188,-0.1444525207
SRX3103186,-0.0897816364
SRX1372110,0.7953636032
SRX1372111,0.8167270762000001
SRX1372108,0.13039554150000002
SRX1372109,-0.13039554150000002
SRX4506085,0.5459806208
SRX4506083,0.0277288613
SRX4506089,0.4225708144
SRX4506087,0.1163149765
SRX4506077,-0.6455340358
SRX4506079,0.41894109230000004
SRX4506075,-0.2915181062
SRX4506081,0.5181110497
SRX4506084,1.1452626233
SRX4506086,0.3032826087
SRX4506088,-0.416083582
SRX4506090,0.2337577491
SRX4506078,0.5799103265000001
SRX4506080,-0.6629767541
SRX4506082,0.3727612689
SRX4506076,0.821130299
SRX5352221,0.252891964
SRX5352223,-0.2507701811
SRX5352222,0.27001827440000004
SRX5352229,1.0643307675
SRX5352227,1.1984281301
SRX5352228,0.7310287841
SRX5352231,0.268391521
SRX5352232,-0.6637655061000001
SRX5352230,0.25985967390000003
SRX5352225,-2.5228321741
SRX5352224,-2.5228321741
SRX5352226,0.4836356505
SRX5352220,-0.3377970736
SRX5352219,0.45387157040000004
SRX5352218,-0.11607449680000001
SRX4498228,-0.3481352353
SRX4498224,1.0722735778
SRX4498230,0.7967222423
SRX4498226,-0.0078785022
SRX4498218,0.4411977956
SRX4498216,0.7668502636000001
SRX4498220,0.6853642576
SRX4498222,-1.8934123168
SRX4498225,0.16815548430000002
SRX4498227,-1.8934123168
SRX4498231,-0.0801195411
SRX4498229,0.8080732192000001
SRX4498217,0.7902303403000001
SRX4498221,0.6083720966
SRX4498219,0.0961856671
SRX4498223,-0.16375643950000002
SRX5079928,-0.4774855349
SRX5079930,-1.5431464118
SRX5079929,-0.4850978669
SRX5079923,0.365360754
SRX5079924,-0.1591321601
SRX5079922,-0.0821782223
SRX5079920,0.2307580586
SRX5079921,-0.2346324531
SRX5079919,0.0038743945
SRX5079926,-0.3921817674
SRX5079925,-0.0330479172
SRX5079927,0.1492121056
SRX894005,-1.2245729814
SRX894004,1.4071279406000001
SRX894006,1.7582210871
