sample,Rv3600c
SRX3995807,-0.3926730075
SRX3995806,-0.1691083518
SRX3995809,-0.3975419827
SRX3995808,-0.11002023
SRX4619048,-0.3089785258
SRX4619047,-0.1766063245
SRX4619049,-0.4234708273
SRX4619050,-0.1692901045
SRX3995804,-0.06779762760000001
SRX3995805,0.06779762760000001
SRX5089845,-0.4960311283
SRX5089844,-0.6250427091
SRX5089860,0.0677365983
SRX5089859,-0.08027032120000001
SRX5089858,0.0125337229
SRX5089854,-0.8023690319
SRX5089853,-0.8366818516000001
SRX5089852,-0.8360349852000001
SRX5089856,0.39004647940000003
SRX5089855,0.5597346732
SRX5089857,0.3727338489
SRX5089868,0.012885805600000001
SRX5089866,-0.08768538220000001
SRX5089867,0.146604611
SRX5089870,1.040593201
SRX5089869,1.0691496838
SRX5089871,0.9173563808
SRX5089846,-0.7227931860000001
SRX5089848,-0.7148710962
SRX5089847,-0.8671251032
SRX5089849,0.5311444697000001
SRX5089850,0.3841792834
SRX5089851,0.3463015591
SRX5089863,-0.0814877972
SRX5089861,-0.1314837611
SRX5089862,-0.2172253727
SRX5089865,0.4992315015
SRX5089864,0.5092181485
SRX5388955,0.077768581
SRX5388957,-0.0103962059
SRX5388954,-0.0550973358
SRX5388956,-0.0122750393
SRX5388960,-2.0027660383
SRX5388961,-1.8016247602000002
SRX5388959,-1.9198035236000002
SRX5388958,-1.9793589210000002
SRX5388964,-0.7426981588
SRX5388965,-0.6982697071
SRX5388962,-0.6725985468
SRX5388963,-0.7862419271000001
SRX6889335,-0.2809891498
SRX6889333,0.2809891498
SRX6810002,0.0929517532
SRX6810004,-0.1578891423
SRX6810003,0.064937389
SRX6810006,-0.40608276660000003
SRX6810005,-0.422983857
SRX6810007,-0.2881973389
ERX1818322,-0.2648714151
ERX1818321,0.2648714151
SRX2617830,0.8666413937
SRX2617831,0.8892555919
SRX2617833,-0.2989718601
SRX2617832,-0.3332717672
SRX2617828,-0.07627511070000001
SRX2617827,-0.0335983694
SRX2617829,0.1098734801
SRX3456119,0.0596121296
SRX3456118,0.11767526460000001
SRX3456117,0.10067008470000001
SRX3456101,-0.0056135264
SRX3456099,0.034896307200000004
SRX3456100,-0.0292827808
SRX3456107,0.9169295314
SRX3456105,0.9416274427
SRX4374122,-0.7407329515000001
SRX4374121,-0.5517208303
SRX4374123,-0.6182911316
SRX4374124,0.16699535440000002
SRX4374125,-0.1433069458
SRX4374126,-0.023688408600000002
SRX4374127,1.1453974671
SRX4374128,0.8192354208
SRX4374129,0.6357512994
SRX4374130,0.8453793727000001
SRX4374132,0.46444339640000004
SRX4374131,0.3622961136
SRX4374133,-1.0052377002
SRX4374135,-0.7980260464000001
SRX4374134,-0.9287691518000001
SRX4374138,0.0406896117
SRX4374136,0.3264254267
SRX4374137,0.1063538593
SRX1091379,0.3380354184
SRX1091380,0.32214704980000003
SRX1091377,0.0458168715
SRX1091378,-0.0458168715
SRX4647145,0.06409217810000001
SRX4647146,0.0617203764
SRX4647147,0.0828736922
SRX4647144,-0.0399846375
SRX4647143,0.0469716434
SRX4647142,-0.0069870060000000005
SRX4647155,0.0550820164
SRX4647152,0.1118797151
SRX4647153,0.06744173440000001
SRX4647154,0.1067002585
SRX4647148,0.2257593726
SRX4647149,0.3113151917
SRX4647151,0.323427089
SRX4647150,0.3953819726
SRX4647123,0.0256105247
SRX4647124,-0.0833020647
SRX4647125,0.0576915401
SRX3103185,0.06264969670000001
