,Value,list
TF,Rv2621c,
reg_genes,17,"['Rv2161c' 'PE_PGRS41' 'Rv2620c' 'Rv1460' 'Rv1459c' 'Rv2619c' 'Rv2621c'
 'Rv1870c' 'Rv2622' 'Rv1871c' 'ino1']"
comp_genes,0,[]
both_genes,0,['Rv1466' 'csd' 'Rv1462' 'Rv1465' 'Rv1461' 'Rv1463']
reg_genes2,0,
comp_genes2,6,
both_genes2,0,
