,0
gene_id,Rv0152c
name,PE2
operon,Op110
gene_product,PE family protein PE2
COG,Cell motility
regulator,"Rv0023,Rv0081,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0152c"">External Database</a>"
