,0
gene_id,Rv2681
name,Rv2681
operon,Op1688
gene_product,hypothetical protein
COG,"Translation, ribosomal structure and biogenesis"
regulator,"Rv0678,csoR,whiA,Rv1776c,sigH"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2681"">External Database</a>"
