,Value,list
TF,Rv0078+Rv2034,
reg_genes,0,[]
comp_genes,3,['Rv0078' 'Rv0077c']
both_genes,0,['Rv0076c']
reg_genes2,1,
comp_genes2,0,
both_genes2,0,
