,-0.065112856144555,-0.03906771368673301,-0.013022571228911012,0.013022571228910984,0.03906771368673298,0.06511285614455498,0.09115799860237697,0.11720314106019897,0.14324828351802096,0.16929342597584296,0.19533856843366496,0.22138371089148698,0.24742885334930895,0.27347399580713094,0.2995191382649529,0.325564280722775,0.35160942318059696,0.3776545656384189,0.4036997080962409,0.429744850554063
thresh,-0.078135427373466,0.078135427373466,1,,,,,,,,,,,,,,,,,
unreg,5,44,2067,1677,89,11,3,4,0,3,1,0,1,0,0,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],['Rv3178' 'cyp135A1' 'ctpC'],['Rv1995' 'Rv2640c' 'ctpG' 'Rv3269'],[],['Rv3054c' 'Rv1993c' 'arsC'],['cmtR'],[],['Rv2642'],[],[],[],['cadI'],[],[],[]
