,0
gene_id,Rv2309A
name,Rv2309A
operon,Op1456
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv0023,Rv0047c,Rv0081,Rv0135c,Rv0678,Rv1353c,Rv2250c,lsr2,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2309A"">External Database</a>"
