,0
gene_id,Rv0300
name,vapB2
operon,Op203
gene_product,antitoxin VapB2
COG,No COG annotation
regulator,"Rv1049,Rv1816"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0300"">External Database</a>"
