sample,Rv0078B
SRX3995807,0.2198672946
SRX3995806,0.5004519677
SRX3995809,0.35424732340000004
SRX3995808,0.41645758780000003
SRX4619048,0.08809785020000001
SRX4619047,0.460024409
SRX4619049,0.5370959157
SRX4619050,-0.1539557446
SRX3995804,0.0545976904
SRX3995805,-0.0545976904
SRX5089845,0.4984971342
SRX5089844,0.7096944864
SRX5089860,-0.107174008
SRX5089859,0.2622317379
SRX5089858,-0.1550577299
SRX5089854,0.8544936998
SRX5089853,0.8227880074
SRX5089852,0.9736247921000001
SRX5089856,0.2961579084
SRX5089855,0.3265722316
SRX5089857,0.30027259640000004
SRX5089868,1.0614441662
SRX5089866,1.0211504822
SRX5089867,1.0802378618
SRX5089870,0.0430928447
SRX5089869,-0.030924110600000002
SRX5089871,0.3887420171
SRX5089846,0.8422652739
SRX5089848,0.8716701141000001
SRX5089847,0.7868101867
SRX5089849,0.2181445632
SRX5089850,0.33026565420000004
SRX5089851,0.4285208541
SRX5089863,0.8918130558
SRX5089861,1.0448890097
SRX5089862,1.2383315307
SRX5089865,0.5028004401
SRX5089864,0.1764825149
SRX5388955,-0.0626663079
SRX5388957,-0.0350034464
SRX5388954,0.1259858262
SRX5388956,-0.0283160719
SRX5388960,0.6274477935
SRX5388961,1.0222067524
SRX5388959,0.3579711466
SRX5388958,1.2221133607
SRX5388964,1.4561099666000001
SRX5388965,1.3842733765
SRX5388962,1.7919940739
SRX5388963,1.5783427945000001
SRX6889335,-0.0268063861
SRX6889333,0.0268063861
SRX6810002,0.1316985082
SRX6810004,-0.2871025754
SRX6810003,0.1554040672
SRX6810006,0.7702608945
SRX6810005,0.7259215892
SRX6810007,0.5290186208000001
ERX1818322,-0.1201551102
ERX1818321,0.1201551102
SRX2617830,0.1973284696
SRX2617831,0.0042316444
SRX2617833,0.98896215
SRX2617832,0.11703018650000001
SRX2617828,0.0547456396
SRX2617827,-0.017338024900000002
SRX2617829,-0.0374076147
SRX3456119,0.16877346510000002
SRX3456118,0.076246772
SRX3456117,-0.2766724829
SRX3456101,0.06807041800000001
SRX3456099,0.10963508470000001
SRX3456100,-0.1777055028
SRX3456107,0.594274018
SRX3456105,0.5145465623000001
SRX4374122,0.3719288249
SRX4374121,0.0814522773
SRX4374123,0.0373735206
SRX4374124,0.0056771772
SRX4374125,0.0288088298
SRX4374126,-0.034486007
SRX4374127,0.1643372287
SRX4374128,0.7211848846000001
SRX4374129,0.0657710759
SRX4374130,-0.1448473585
SRX4374132,0.0280114333
SRX4374131,-0.0219352766
SRX4374133,0.3968376093
SRX4374135,0.5241383099
SRX4374134,1.2214052496
SRX4374138,-0.0230098226
SRX4374136,-0.3101052025
SRX4374137,0.0801147359
SRX1091379,-0.7633072492
SRX1091380,-0.7810122005
SRX1091377,0.0358652027
SRX1091378,-0.0358652027
SRX4647145,-0.1549876962
SRX4647146,-0.2873426779
SRX4647147,-0.25910211
SRX4647144,-0.056334594200000004
SRX4647143,0.0646404418
SRX4647142,-0.008305847600000001
SRX4647155,-0.045349972200000005
SRX4647152,-0.0205990957
SRX4647153,-0.027791789900000002
SRX4647154,-0.0901775925
SRX4647148,-0.2651790048
SRX4647149,-0.6209885829
SRX4647151,-0.49198618990000004
SRX4647150,-0.5209751046000001
SRX4647123,-0.1140598823
SRX4647124,0.17382281830000001
SRX4647125,-0.059762936
SRX3103185,0.1167281624
SRX3103189,-0.00012937580000000002
SRX3103187,-0.1561204488
SRX3103184,0.0037629836000000003
SRX3103188,-0.0676376009
SRX3103186,0.0638746173
SRX1372110,0.0858649169
SRX1372111,-0.18709469480000002
SRX1372108,-0.1575431743
SRX1372109,0.1575431743
SRX4506085,0.1719478501
SRX4506083,0.1098116685
SRX4506089,-0.0863946037
SRX4506087,0.0348329998
SRX4506077,0.18108445210000002
SRX4506079,-0.19409268000000002
SRX4506075,-0.0215330171
SRX4506081,0.034541244900000004
SRX4506084,-0.15930124780000002
SRX4506086,-0.3084532118
SRX4506088,-0.28513849750000003
SRX4506090,-0.3188006487
SRX4506078,-0.3785319488
SRX4506080,-0.3642911903
SRX4506082,-0.3974169084
SRX4506076,-0.1187386324
SRX5352221,-0.2859320349
SRX5352223,-0.1808186924
SRX5352222,-0.5235532617
SRX5352229,-0.6048126494
SRX5352227,-0.46938872540000004
SRX5352228,-0.6705618955
SRX5352231,-0.337929393
SRX5352232,-0.7721470656
SRX5352230,-0.40644508630000004
SRX5352225,0.23522445460000002
SRX5352224,-0.0584825755
SRX5352226,1.7875e-05
SRX5352220,-0.1038660061
SRX5352219,0.0764556255
SRX5352218,0.027410380600000003
SRX4498228,0.0407091814
SRX4498224,0.1754345737
SRX4498230,0.229044235
SRX4498226,-0.1672229309
SRX4498218,-0.0620096061
SRX4498216,-0.14061456290000002
SRX4498220,0.0789529102
SRX4498222,0.1236712588
SRX4498225,0.0021719282
SRX4498227,-0.10837619500000001
SRX4498231,0.4567605451
SRX4498229,0.273694902
SRX4498217,0.046140551700000004
SRX4498221,0.1101556462
SRX4498219,0.20871684100000001
SRX4498223,-0.16313361680000002
SRX5079928,0.0709686623
SRX5079930,0.20115496630000002
SRX5079929,0.4078121126
SRX5079923,0.20141770890000002
SRX5079924,0.13796334370000002
SRX5079922,0.0622328646
SRX5079920,-0.0255894691
SRX5079921,0.2533902617
SRX5079919,-0.22780079250000002
SRX5079926,0.2376352266
SRX5079925,0.2669894363
SRX5079927,-0.0164336112
SRX894005,-1.3441825031999999
SRX894004,-1.3861130253
SRX894006,-1.1719332822
SRX893999,0.09621396
SRX894000,-0.4003577022
SRX893998,0.3041437422
SRX4647489,0.1135869535
SRX4647490,-0.1135869535
SRX4647492,0.0968010857
SRX4647491,0.1530538887
SRX4647496,0.4588218255
SRX4647495,0.3414550791
SRX4647499,0.056802651600000004
SRX4647500,0.5145984854
SRX4647493,0.1530587357
SRX4647494,0.30578684710000004
SRX4647497,0.0059892799
SRX4647498,0.4038256899
SRX4505482,0.0813180958
SRX4505486,0.11636981780000001
SRX4505484,0.2134053052
SRX4505473,0.4060144746
SRX4505476,-0.8345907686
SRX4505480,0.3331312906
SRX4505478,0.3036587106
SRX4505474,0.1978007674
SRX4505483,0.7001140698
SRX4505485,0.7213870149
SRX4505487,0.8180810478
SRX4505488,0.7545639081000001
SRX4505481,0.7892947867000001
SRX4505477,0.23653573890000001
SRX4505475,0.5448288546
SRX4505479,0.7849725257
SRX4605773,-0.1115232678
SRX4605774,-0.0184645643
SRX4605772,0.015948870400000002
SRX4605771,-0.015948870400000002
SRX5178871,-0.10533884040000001
SRX5178872,-0.5180933572
SRX5178868,-0.2807613574
SRX5178870,0.0676119256
SRX5178869,0.2131494318
ERX1404045,0.1752804747
ERX1404046,-0.1752804747
ERX1404043,0.5426704413
ERX1404044,-0.18537149020000002
ERX237502,1.8446433162
ERX237505,1.5856465627
ERX237506,1.9347300905
ERX237500,1.8766562579000001
ERX237497,1.9110820042
ERX237499,1.8188472174
ERX237507,0.18574658
ERX237496,-0.16087721600000002
ERX237504,-0.024869364
ERX3772318,0.042325219500000004
ERX3772320,-0.1378966887
ERX3772319,-0.5315966226000001
ERX3772321,0.09721710950000001
ERX3772322,-0.1215777536
ERX3772323,0.024360644
SRX4314262,0.2960300817
SRX4314263,0.3245012532
SRX4314261,-0.6205313348
SRX4314265,0.0975614085
SRX4314266,-0.0216742987
SRX4314264,0.5630384572
SRX4314268,0.7254111864
SRX4314267,0.8379174118
SRX4314271,0.4751140069
SRX4314272,0.6388890594000001
SRX4314275,0.3363514519
SRX4314274,0.5406328636000001
SRX4314273,0.8944389930000001
SRX4314278,0.6042412025
SRX4314276,0.7792880118000001
SRX4314281,0.7149471575
SRX4314279,0.7196454829000001
SRX4314280,0.1583490784
SRX4314284,1.0326763259
SRX4314283,1.1886175342
SRX4314282,0.6335055851
SRX4314293,1.037260184
SRX4314292,0.9847829495
SRX4314291,0.9045176071000001
SRX4314297,0.8810789614000001
SRX4314298,0.9643178048000001
SRX4314299,0.9703185361000001
SRX4314302,0.8988970434
SRX4314301,1.3105801839
SRX4314300,0.7705843653000001
SRX4314305,1.2977196745000001
SRX4314304,1.2180156491
SRX4314303,1.4351804322000001
SRX4314309,0.7995434128000001
SRX4314306,0.5938927435
SRX4314308,1.0224823104
SRX4314307,1.1164021439
SRX4314311,0.6854118757000001
SRX4314317,1.2818692988
SRX4314316,1.745467266
SRX4314318,1.1861592564
SRX4314319,1.0445404971
SRX4314331,0.6996085625
SRX4314330,0.5874094274
SRX4314332,0.7744083988
SRX4314335,0.7163063342
SRX4314334,0.3167399274
SRX4314333,0.8391351395000001
SRX4314338,0.3831001914
SRX4314336,0.4547020704
SRX4314337,0.4867881204
SRX4314339,0.2656072273
SRX4314340,0.0383983736
SRX4314341,0.3472884283
SRX3686762,0.2389879781
SRX3686763,0.0819295035
SRX3686761,0.26801891580000003
SRX3686765,-1.0008250423
SRX3686769,-0.8228558169
SRX3686766,-0.4300171895
SRX3686768,-0.5714138447
SRX3686764,-0.6850238586
SRX3686767,-0.6416808301
SRX3686788,-0.2529996103
SRX3686791,0.0356152867
SRX3686792,-0.23358819700000003
SRX3686793,-0.3661408447
SRX3686790,0.8416145947
SRX3686789,-0.024501229500000003
SRX3686829,0.0671176497
SRX3686830,0.261333788
SRX3686828,0.0288155684
SRX3686819,-0.3864468056
SRX3686818,-0.3747121107
SRX3686817,-0.5152124985000001
SRX3686822,0.7574612068000001
SRX3686820,0.4921377112
SRX3686821,0.6950116299
SRX3686743,-0.1432694614
SRX3686744,-0.17468574720000002
SRX3686745,-0.0326697902
SRX3686772,-0.6999279458000001
SRX3686770,-1.0524818947
SRX3686771,-0.5423936924
SRX3686794,0.3579243559
SRX3686796,-0.7123269056
SRX3686751,-0.0162407323
SRX3686749,0.2511680003
SRX3686750,0.07064949570000001
SRX3686778,-0.7300970003
SRX3686777,-0.7759597464
SRX3686776,-1.1922575964
SRX3686800,-0.1690412692
SRX3686801,-0.2498308997
SRX3686755,0.0809218745
SRX3686757,0.2352723595
SRX3686756,0.4235115668
SRX3686784,-0.9017658505
SRX3686783,-0.8578019551
SRX3686782,-0.9046648931
SRX3686809,-0.674976982
SRX3686807,-0.41414324620000004
SRX3686808,-0.4772363114
SRX3686787,0.2606102645
SRX3686786,0.1149954333
SRX3686785,0.3596072813
SRX3686799,0.1146323867
SRX3686797,0.141353388
SRX3686798,0.09723701300000001
SRX3686746,0.5753164585
SRX3686748,0.6372927279
SRX3686747,0.6453109975
SRX3686773,0.238409692
SRX3686774,0.10770154080000001
SRX3686775,-0.1963080411
SRX3686754,0.6508788661
SRX3686753,0.6388851072
SRX3686752,0.437607448
SRX3686780,-0.1170952262
SRX3686779,0.049145578200000005
SRX3686781,0.4672030419
SRX3686806,0.392791398
SRX3686805,0.47876577210000004
SRX3686758,0.8223057566
SRX3686760,0.7353360608
SRX3686759,0.7282502038
SRX3686810,0.2578010533
SRX3686811,0.5552606968
SRX3686812,0.4050233501
SRX3686813,-0.1384463809
SRX3686815,0.3723716832
SRX3686816,0.3069048821
SRX3686823,-0.3535627293
SRX3686824,-0.1401098895
SRX3686825,0.8574413269000001
SRX3686827,0.8971152269
SRX3686826,0.8689598752000001
SRX7054191,-0.2870979401
SRX7054189,0.131700472
SRX7054190,0.15539746810000002
SRX7054193,0.1286317942
SRX7054192,0.0952073762
SRX7054194,0.273237432
SRX4506284,-0.8395361297
SRX4506280,-0.5034344435
SRX4506282,-0.7540925253
SRX4506278,-0.8892799990000001
SRX4506274,-0.009049050900000001
SRX4506273,-0.0132152825
SRX4506271,0.23787231080000001
SRX4506276,-0.2156079774
SRX4506283,0.3702605512
SRX4506279,0.2370724683
SRX4506285,0.0460334332
SRX4506281,0.09529685460000001
SRX4506275,-0.0039365542
SRX4506277,-0.48731061670000003
SRX4506272,-0.051060473200000005
SRX2923393,-0.074818968
SRX2923394,0.074818968
SRX2923398,0.21122926020000002
SRX2923397,0.49978625190000003
SRX2923395,-0.6300958598
SRX2923396,-0.7822568844000001
SRX2923400,-0.2744392668
SRX2923401,-0.1823152207
SRX2923403,-0.6978536629000001
SRX2923402,-0.3387330758
SRX6853288,0.21533959160000002
SRX6853287,0.0501707795
SRX6853286,0.1200435309
SRX6853284,0.0592447206
SRX6853285,-0.008777048
SRX6853283,-0.0504676726
SRX4319040,-0.06933109550000001
SRX4319041,-0.035950978200000004
SRX4319039,0.1052820737
SRX4314613,-1.205677452
SRX4314614,-0.7050744025
SRX4314615,-1.2976466777
SRX4314632,-0.3367086452
SRX4314631,-0.47626365190000003
SRX4314633,-0.2346170441
SRX4314622,-0.9789846177
SRX4314623,-1.0897674635
SRX4314624,-0.9394058310000001
SRX4314611,-0.1597495874
SRX4314610,0.0424211473
SRX4314612,0.1173284401
SRX4314630,0.0841400836
SRX4314628,0.22542696820000002
SRX4314629,0.050831439000000006
SRX4314619,0.07936424780000001
SRX4314621,0.0467993612
SRX4314620,-0.1180291341
SRX7119390,-0.2418002209
