,0
gene_id,Rv3809c
name,glf
operon,Op2383
gene_product,UDP-galactopyranose mutase
COG,Cell wall/membrane/envelope biogenesis
regulator,"Rv0023,Rv0047c,Rv0081,Rv0302,Rv0653c,Rv0767c,trcR,Rv1353c,mtrA,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3809c"">External Database</a>"
