,0
gene_id,Rv3221A
name,rshA
operon,Op2020
gene_product,anti-sigma factor RshA
COG,Transcription
regulator,"csoR,Rv1049,Rv1353c,Rv1776c,sigH,kstR,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3221A"">External Database</a>"
