,0
gene_id,Rv3188
name,Rv3188
operon,Op1989
gene_product,hypothetical protein
COG,Function unknown
regulator,"Rv0135c,Rv0767c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3188"">External Database</a>"
