,0
gene_id,Rv2530A
name,vapB39
operon,Op1601
gene_product,antitoxin VapB39
COG,No COG annotation
regulator,"Rv0023,csoR,Rv2011c,Rv2250c,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2530A"">External Database</a>"
