,0
gene_id,Rv2259
name,mscR
operon,Op1420
gene_product,S-nitrosomycothiol reductase MscR
COG,Energy production and conversion
regulator,"tcrA,Rv0767c,Rv1776c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2259"">External Database</a>"
