sample,Rv2686c
SRX3995807,0.2648516684
SRX3995806,0.2428879679
SRX3995809,0.3341087655
SRX3995808,0.5675922734000001
SRX4619048,0.3492750858
SRX4619047,0.4662181385
SRX4619049,0.5189553931
SRX4619050,0.2462786002
SRX3995804,0.0352264392
SRX3995805,-0.0352264392
SRX5089845,-0.4412113218
SRX5089844,-0.4944835453
SRX5089860,-0.0202923507
SRX5089859,0.0331905642
SRX5089858,-0.0128982135
SRX5089854,0.049659481500000005
SRX5089853,-0.047208431
SRX5089852,0.11431445350000001
SRX5089856,-0.1842934902
SRX5089855,-0.1871003531
SRX5089857,-0.2679959581
SRX5089868,0.5212336692
SRX5089866,0.4939331227
SRX5089867,0.6560081725
SRX5089870,-0.2393079856
SRX5089869,-0.2825950966
SRX5089871,-0.0630523939
SRX5089846,-0.3686426
SRX5089848,-0.1478098848
SRX5089847,-0.348471499
SRX5089849,-0.2887921486
SRX5089850,-0.3650703947
SRX5089851,-0.1486954645
SRX5089863,0.3770204929
SRX5089861,0.4187767893
SRX5089862,0.4090605142
SRX5089865,-0.5178550739000001
SRX5089864,-0.31320893990000004
SRX5388955,-0.1911916803
SRX5388957,0.0845084842
SRX5388954,0.0926505444
SRX5388956,0.0140326517
SRX5388960,0.7340908765
SRX5388961,0.8983851204000001
SRX5388959,0.7735501368000001
SRX5388958,0.8282262789
SRX5388964,0.8072349697000001
SRX5388965,1.0791237493
SRX5388962,0.8879924314000001
SRX5388963,0.9116279969000001
SRX6889335,-0.2483328056
SRX6889333,0.2483328056
SRX6810002,-0.1477748432
SRX6810004,-0.0319676676
SRX6810003,0.1797425108
SRX6810006,1.4868847611
SRX6810005,1.2048630012000001
SRX6810007,1.3293160325
ERX1818322,0.17915713500000002
ERX1818321,-0.17915713500000002
SRX2617830,-0.34957257540000003
SRX2617831,-0.2954485719
SRX2617833,0.166017261
SRX2617832,0.1483772686
SRX2617828,-0.0299099911
SRX2617827,-0.07144605180000001
SRX2617829,0.1013560428
SRX3456119,0.0351996018
SRX3456118,-0.125474002
SRX3456117,-0.5886184371000001
SRX3456101,-0.2158514725
SRX3456099,0.1706390875
SRX3456100,0.045212385
SRX3456107,1.0001109833
SRX3456105,0.9495931789000001
SRX4374122,0.0997024505
SRX4374121,0.0986672816
SRX4374123,-0.386188026
SRX4374124,0.1330997845
SRX4374125,-0.0120469368
SRX4374126,-0.12105284770000001
SRX4374127,0.3836234398
SRX4374128,0.4381755993
SRX4374129,-0.522811347
SRX4374130,0.5290791764
SRX4374132,-0.1205385303
SRX4374131,0.3199068788
SRX4374133,0.0185421093
SRX4374135,-0.4993558279
SRX4374134,-0.24543731370000002
SRX4374138,-0.7076594770000001
SRX4374136,-0.1063177149
SRX4374137,-0.6387922947
SRX1091379,0.6423216672000001
SRX1091380,0.6023813659
SRX1091377,0.0128902367
SRX1091378,-0.0128902367
SRX4647145,0.1335275143
SRX4647146,0.0396282416
SRX4647147,-0.2091570403
SRX4647144,0.0516799827
SRX4647143,0.0032204826
SRX4647142,-0.0549004653
SRX4647155,-0.4193709679
SRX4647152,-0.6390296204
SRX4647153,-0.5129219292
SRX4647154,-0.434975054
SRX4647148,-0.3916908425
SRX4647149,-0.46628453410000004
SRX4647151,-0.522551748
SRX4647150,-0.38428709310000003
SRX4647123,0.0579432593
SRX4647124,-0.028020176
SRX4647125,-0.0299230833
SRX3103185,-0.4533278296
SRX3103189,-0.0991642281
SRX3103187,-0.39831063110000003
SRX3103184,0.118977408
SRX3103188,0.15707820220000002
SRX3103186,-0.2760556102
SRX1372110,-0.5568387214
SRX1372111,-0.6618698368
SRX1372108,0.0383963991
SRX1372109,-0.0383963991
SRX4506085,-0.1721101618
SRX4506083,-0.008766822700000001
SRX4506089,-0.0204693038
SRX4506087,-0.0340150178
SRX4506077,-0.0434373012
SRX4506079,-0.027740534
SRX4506075,0.0757888345
SRX4506081,-0.0046109993
SRX4506084,0.1360055406
SRX4506086,-0.1001466349
SRX4506088,-0.1829952522
SRX4506090,-0.0626523284
SRX4506078,-0.20793164020000002
SRX4506080,-0.010980374900000001
SRX4506082,-0.1348502398
SRX4506076,-0.041431476200000004
SRX5352221,0.2787269704
SRX5352223,-0.057448797600000004
SRX5352222,-0.0417229343
SRX5352229,0.0890567029
SRX5352227,0.5967037927000001
SRX5352228,0.5812853569
SRX5352231,-0.0342208172
SRX5352232,-0.353534041
SRX5352230,-0.7172636324
SRX5352225,0.23752412590000002
SRX5352224,0.2102388526
SRX5352226,0.2220255445
SRX5352220,-0.0741229114
SRX5352219,0.040498527900000005
SRX5352218,0.0336243835
SRX4498228,-0.0566044235
SRX4498224,-0.0749744569
SRX4498230,0.0516218498
SRX4498226,0.023650537000000003
SRX4498218,0.0741165402
SRX4498216,-0.1934444358
SRX4498220,0.1855520832
SRX4498222,-0.0662241876
SRX4498225,-0.19779465370000002
SRX4498227,-0.2324757049
SRX4498231,-0.0249184879
SRX4498229,-0.0809697031
SRX4498217,-0.20955406540000002
SRX4498221,-0.0263520886
SRX4498219,-0.0763940654
SRX4498223,0.1391654916
SRX5079928,0.0969451375
SRX5079930,-0.0925270767
SRX5079929,0.1341712754
SRX5079923,-0.1798695892
SRX5079924,-0.1311851598
SRX5079922,-0.073560595
SRX5079920,0.0104886662
SRX5079921,-0.1317813281
SRX5079919,0.1212926619
SRX5079926,-0.1301138596
SRX5079925,0.0378786434
SRX5079927,0.0135082295
SRX894005,-0.5915456402
SRX894004,-0.6248350807
SRX894006,-0.7965295993
SRX893999,-0.13500285
