,0
gene_id,Rv2194
name,qcrC
operon,Op1374
gene_product,ubiquinol-cytochrome C reductase cytochrome subunit C
COG,Energy production and conversion
regulator,"Rv0081,Rv0678,csoR,trcR,sigI,Rv2324,lsr2,espR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2194"">External Database</a>"
