,-0.17859554033289105,-0.12756824309492218,-0.07654094585695331,-0.025513648618984447,0.02551364861898442,0.07654094585695326,0.12756824309492215,0.17859554033289105,0.22962283757085988,0.2806501348088287,0.33167743204679756,0.3827047292847665,0.43373202652273535,0.4847593237607042,0.5357866209986731,0.586813918236642,0.6378412154746108,0.6888685127125797,0.7398958099505485,0.7909231071885174
thresh,-0.2041091889518755,0.2041091889518755,1,,,,,,,,,,,,,,,,,
unreg,0,0,7,1959,1932,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['whiB6'],[],[],[],[],[],['espL'],[],[],[]
