,0
gene_id,Rv3303c
name,lpdA
operon,Op2067
gene_product,NAD(P)H quinone reductase LpdA
COG,Energy production and conversion
regulator,"csoR,Rv1776c,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3303c"">External Database</a>"
