,0
name,SigH
TF,sigH
Regulator,"<a href=""https://mycobrowser.epfl.ch/genes/sigH"" target=""_blank"">sigH</a>"
Function,Sigma Factor involved in heat shock and oxidative stress response
Category,Virulence/Persistence
has_venn,True
scatter,1
has_meme,False
precision,0.0821917808
recall,0.8
