,0
gene_id,Rv3681c
name,whiB4
operon,Op2297
gene_product,transcriptional regulator WhiB4
COG,Transcription
regulator,"Rv0023,Rv0047c,Rv0135c,sigK,Rv1353c,Rv1816,vapB15,lsr2,whiB4,tcrX"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3681c"">External Database</a>"
