,0
gene_id,Rv0730
name,Rv0730
operon,Op467
gene_product,GCN5-like N-acetyltransferase
COG,"Replication, recombination and repair"
regulator,"Rv0023,Rv0324"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0730"">External Database</a>"
