,0
gene_id,Rv1389
name,gmk
operon,Op895
gene_product,guanylate kinase
COG,Nucleotide transport and metabolism
regulator,"whiA,Rv1816,Rv2011c,devR,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1389"">External Database</a>"
