sample,Rv2274A
SRX3995807,0.0337744737
SRX3995806,0.4856825074
SRX3995809,0.2733587181
SRX3995808,0.3376369929
SRX4619048,0.3060808157
SRX4619047,0.3874512604
SRX4619049,0.1949177638
SRX4619050,-0.0274574424
SRX3995804,-0.0992302048
SRX3995805,0.0992302048
SRX5089845,-0.4067210979
SRX5089844,0.049953357000000004
SRX5089860,-0.18401303930000001
SRX5089859,0.2698154589
SRX5089858,-0.0858024196
SRX5089854,-0.0307964574
SRX5089853,0.10767141620000001
SRX5089852,0.34623204760000004
SRX5089856,0.2596905127
SRX5089855,0.1605249144
SRX5089857,0.0709039345
SRX5089868,0.2230940327
SRX5089866,-0.14816953360000001
SRX5089867,0.12607347500000002
SRX5089870,0.166697712
SRX5089869,0.36214022970000004
SRX5089871,0.1890086303
SRX5089846,-0.19366036120000002
SRX5089848,0.0337518731
SRX5089847,0.3765735378
SRX5089849,0.1242959661
SRX5089850,0.12475492410000001
SRX5089851,0.7216149999
SRX5089863,0.24420715810000002
SRX5089861,0.021875953400000002
SRX5089862,0.4260056774
SRX5089865,0.2637242229
SRX5089864,0.7429183446000001
SRX5388955,-0.2705032141
SRX5388957,-0.01902101
SRX5388954,0.1591921346
SRX5388956,0.1303320895
SRX5388960,-1.1258483534
SRX5388961,-0.6155210538
SRX5388959,-1.0528235178
SRX5388958,-0.7409996976000001
SRX5388964,-0.6604186732
SRX5388965,-0.0770323062
SRX5388962,-0.118605318
SRX5388963,-0.9010543907
SRX6889335,0.0431395589
SRX6889333,-0.0431395589
SRX6810002,-0.4573976072
SRX6810004,0.2596042369
SRX6810003,0.1977933702
SRX6810006,1.2428301501
SRX6810005,0.6328127389
SRX6810007,1.0667403412
ERX1818322,-0.5943955394
ERX1818321,0.5943955394
SRX2617830,-0.0772346089
SRX2617831,0.0487095591
SRX2617833,-0.4051219783
SRX2617832,-0.43463655290000003
SRX2617828,0.1220876582
SRX2617827,0.0976832048
SRX2617829,-0.21977086310000002
SRX3456119,-0.8778064803000001
SRX3456118,-0.8778064803000001
SRX3456117,-0.8778064803000001
SRX3456101,-0.8778064803000001
SRX3456099,1.7556129606000002
SRX3456100,-0.8778064803000001
SRX3456107,2.026960991
SRX3456105,3.4673853660000002
SRX4374122,-0.3805199684
SRX4374121,-0.1805535752
SRX4374123,0.1352045014
