,0
name,Sulfur Metabolism
TF,
Regulator,
Function,Kegg Map that displays the transport and metabolism of sulfur
Category,Sulfur Metabolism
has_venn,False
scatter,0
has_meme,False
precision,0.125
recall,0.15789473680000002
