,-0.13671154294857,-0.082026925769142,-0.02734230858971401,0.02734230858971398,0.08202692576914197,0.13671154294856994,0.19139616012799796,0.24608077730742597,0.3007653944868539,0.3554500116662819,0.41013462884570984,0.4648192460251379,0.5195038632045659,0.5741884803839938,0.6288730975634219,0.6835577147428499,0.7382423319222778,0.7929269491017058,0.8476115662811338,0.9022961834605617
thresh,-0.109369234358856,0.109369234358856,1,,,,,,,,,,,,,,,,,
unreg,2,5,1969,1920,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unreg_genes,['Rv1134' 'moaD1'],[],[],[],[],['Rv2653c'],[],[],[],[],[],[],[],[],['Rv2283'],[],[],[],[],[]
