,0
gene_id,Rv3136A
name,Rv3136A
operon,Op1964
gene_product,hypothetical protein
COG,No COG annotation
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3136A"">External Database</a>"
