sample,Rv0456B
SRX3995807,0.3495832002
SRX3995806,0.42891032030000004
SRX3995809,0.0929397197
SRX3995808,-0.5771797692
SRX4619048,0.0934338418
SRX4619047,0.2059256858
SRX4619049,-0.47088503460000003
SRX4619050,-0.4293627936
SRX3995804,-0.07362570040000001
SRX3995805,0.07362570040000001
SRX5089845,1.0388575045
SRX5089844,1.3423487696
SRX5089860,-0.5636977109
SRX5089859,0.403184702
SRX5089858,0.1605130089
SRX5089854,2.3618892851
SRX5089853,2.4215774007
SRX5089852,2.2305538809
SRX5089856,1.4714264974
SRX5089855,1.1677987569
SRX5089857,1.0804496051
SRX5089868,0.901091822
SRX5089866,0.8430412438
SRX5089867,1.458572048
SRX5089870,0.6462866337000001
SRX5089869,0.7839899441
SRX5089871,0.6441478974
SRX5089846,2.6544708202000002
SRX5089848,2.5562157134
SRX5089847,3.1427656359
SRX5089849,1.6093320802000002
SRX5089850,1.7828489697
SRX5089851,1.0859219102
SRX5089863,1.3293035471
SRX5089861,1.5790228617
SRX5089862,1.7442720601000001
SRX5089865,0.45365838340000003
SRX5089864,0.6257582924
SRX5388955,-0.15887552030000002
SRX5388957,-0.0432884095
SRX5388954,-0.012237169
SRX5388956,0.2144010989
SRX5388960,0.3295794031
SRX5388961,0.7495910371000001
SRX5388959,0.2351135791
SRX5388958,0.1772835272
SRX5388964,0.26987291680000003
SRX5388965,0.35712770990000003
SRX5388962,0.2995457287
SRX5388963,0.2541990448
SRX6889335,-0.45060293770000004
SRX6889333,0.45060293770000004
SRX6810002,-0.6276976022
SRX6810004,-0.12607117040000002
SRX6810003,0.7537687726000001
SRX6810006,0.0232176927
SRX6810005,-1.5138968714
SRX6810007,-0.429542009
ERX1818322,-0.21019646760000002
ERX1818321,0.21019646760000002
SRX2617830,0.7192528639
SRX2617831,0.4343898802
SRX2617833,0.10484634470000001
SRX2617832,0.1690498756
SRX2617828,-0.0992993001
SRX2617827,0.0323491096
SRX2617829,0.0669501906
SRX3456119,1.0411411269
SRX3456118,1.1410859034
SRX3456117,-1.4719345657
SRX3456101,-0.3063033726
SRX3456099,0.6626624396
SRX3456100,-0.35635906700000003
SRX3456107,2.2705216687
SRX3456105,1.2754874978
SRX4374122,0.0814705899
SRX4374121,0.2186572689
SRX4374123,-0.1485243711
SRX4374124,0.48335504300000004
SRX4374125,-0.3056729823
SRX4374126,-0.1776820607
SRX4374127,-0.0915268721
SRX4374128,0.3250553769
SRX4374129,-0.2610565072
SRX4374130,0.4543919079
SRX4374132,-0.1472743352
SRX4374131,-0.2101977704
SRX4374133,0.3018159488
SRX4374135,-0.8301795692
SRX4374134,0.2046894757
SRX4374138,-0.44069128030000004
SRX4374136,0.337839796
SRX4374137,-0.2181433875
SRX1091379,0.0863871356
SRX1091380,-0.4968348407
SRX1091377,0.1324266477
SRX1091378,-0.1324266477
SRX4647145,0.0291329026
SRX4647146,0.32228216260000003
SRX4647147,0.0795040368
SRX4647144,0.2183753478
SRX4647143,0.10322809100000001
SRX4647142,-0.3216034387
SRX4647155,-0.1711602035
SRX4647152,0.1367043557
SRX4647153,-0.1079035202
SRX4647154,-0.5259863902
SRX4647148,0.3417228262
SRX4647149,0.23827186590000002
SRX4647151,-0.052837635
SRX4647150,0.056614814400000005
SRX4647123,-0.0421583988
SRX4647124,0.41709294280000003
SRX4647125,-0.37493454390000003
SRX3103185,0.0898148498
SRX3103189,0.0093210499
