,A,whiB4
SRX4498310,-0.1257072663,0.06198338900000001
SRX4498319,-1.200331326,1.4798274218
SRX4498317,-1.2395892353,1.5079558879000001
SRX4498311,-0.3827271431,0.0117661346
SRX4498315,-0.1039109074,0.0100324
SRX4498309,-0.9032388591,0.2781089827
SRX4498313,-0.4108324063,0.12188872070000001
SRX4615568,0.0226390743,0.1970351365
SRX4615570,-0.0226390743,-0.1970351365
SRX727246,-2.0613965523,0.6145254771
SRX727243,-2.1025345779,0.5799540845
SRX727247,-1.1725563895,-0.1768416445
SRX727244,-0.41552582050000003,-0.30913879310000003
SRX727245,-0.6175206287,-0.3538828885
SRX727248,-0.8718359443,-0.4887919578
SRX727249,0.7519442097,0.2177075202
SRX727251,-0.1973865537,0.0366473183
SRX727250,-0.5545576560000001,-0.2543548384
SRX4498332,0.0404965575,-0.6224023111
SRX4498334,0.6877190878,-0.30271159210000004
SRX4498335,0.8324096104,-0.1462522363
SRX4498337,0.8510904760000001,-0.3409810585
SRX4498324,0.1693879458,-0.06351164620000001
SRX4498326,-0.1960567558,0.0378454016
SRX4498328,-0.1860726355,0.1336300806
SRX4498330,0.21274144550000001,-0.10796383600000001
SRX4498336,1.3626174711,-0.6520092816
SRX4498333,1.3879684497,-0.8816471920000001
SRX4498338,1.9458109173,-0.7736200705
SRX4498329,1.4596154918,-0.4522671689
SRX4498325,2.0110439397,-0.6057466331
SRX4498327,1.2989874697000001,-0.5856217624
SRX4498331,1.4547733313,-0.6410687304
