,A,whiB4
SRX4506281,-0.3640987081,0.29227936520000003
SRX4506275,0.2133888401,-0.0446195647
SRX4506277,-0.1952925485,-0.236091558
SRX4506272,-0.2158851669,-0.0144775122
SRX2923393,-0.0845698731,0.1209805548
SRX2923394,0.0845698731,-0.1209805548
SRX2923398,-3.1843486244,2.9839660519
SRX2923397,-3.3209175568,2.6209357877
SRX2923395,-1.1849427748,1.5668710907999999
SRX2923396,-1.3002986544000001,1.3752248065
SRX2923400,3.1263923628,-1.0485079829
SRX2923401,1.9033279875,-1.3851122688
SRX2923403,-4.2119700814,-0.433578018
SRX2923402,-3.1033318854,-0.8102553663000001
SRX6853288,8.8898696243,0.0075569459000000005
SRX6853287,9.5717847042,-0.1440318153
SRX6853286,10.3132925497,-0.006703760600000001
SRX6853284,0.2881729873,-0.09548995390000001
SRX6853285,-0.5757106839,0.0240988141
SRX6853283,0.2875376967,0.0713911398
SRX4319040,0.1120666446,-0.0872582632
SRX4319041,-0.3942858674,-0.015282859800000001
SRX4319039,0.2822192228,0.10254112300000001
SRX4314613,0.7460235141,-0.6528237022000001
SRX4314614,-0.31494255200000004,0.0680301661
SRX4314615,-0.26668091120000004,-0.6894202412
SRX4314632,0.6116803373,-0.5775449526
SRX4314631,-0.4720379376,-0.6596816600000001
SRX4314633,0.8568200402,-0.8007551983000001
SRX4314622,0.5848782421000001,-0.8182227555
SRX4314623,1.0602456073,-0.8791653382
SRX4314624,1.1794904658,-0.9032809246
SRX4314611,-0.3435255991,-0.1510051734
SRX4314610,0.08163967700000001,-0.0020174518000000002
SRX4314612,0.2618859221,0.1530226252
SRX4314630,1.8789171385999999,-0.3852289109
SRX4314628,2.5632510825,-0.2673512263
SRX4314629,2.4007770545,-0.4571330322
SRX4314619,1.3921386246,0.21910462
SRX4314621,0.8414429617,0.2290444223
SRX4314620,1.5555973048,0.0200289992
SRX7119390,-0.2955715364,0.1423062529
SRX7119388,0.2955715364,-0.1423062529
SRX7119386,4.7727684902,-1.1546291323
SRX7119385,7.7713053349,-1.0031527422
SRX7119387,6.0763260531,-0.9118754830000001
SRX3746749,10.2664356725,-1.1281040632
SRX3746748,9.478472937,-0.6831360421
SRX3746751,0.0057755852,0.013411866000000001
SRX3746750,0.28822875800000003,0.1331694131
SRX3746752,0.2216791223,0.2011719502
SRX3746753,-0.4987974565,0.2601917391
SRX3746755,-0.1604421192,0.1943846186
SRX3746754,0.1604421192,-0.1943846186
SRX2345943,0.294379326,-0.1185710647
SRX2345942,-0.294379326,0.1185710647
SRX2345941,-0.5691592015,-0.23536231870000002
SRX2345940,-0.8684459488,-0.7107054726
SRX3992217,2.6408924804,0.17620680060000002
SRX3992216,2.3392086256,-0.2484940054
SRX3992214,-37.8359503615,1.5928004225999999
SRX3992215,-37.0552896777,1.5989205357
SRX3992221,-36.7738260009,1.6333478049
SRX3992220,-37.1758963199,1.5495745053999999
SRX3992219,-28.2570536464,1.8229714193
SRX3992218,-28.490977136,1.7284092517
SRX3992201,-28.6103187098,1.7000039034
SRX3992200,-28.1627852872,1.7452878553
SRX3992198,2.5703360649,0.0455817024
SRX3992199,3.2592183915,-0.2578106337
SRX3992202,-1.2231482047,-0.1292127213
SRX3992203,-0.2014348636,0.16655562710000002
SRX3992204,-40.4549665962,1.7442541493000001
SRX3992205,-38.0998422966,1.5791195581
SRX3992206,-40.5178377311,1.7848655849
SRX3992207,-38.1649796091,1.4649792272
SRX3992209,-31.8570790828,1.429443188
SRX3992208,-31.0890549239,1.6880779657
SRX3992212,-32.6114503825,1.3728024174
SRX3992213,-31.2587677052,1.5403771871
SRX3992210,1.4297800396,-0.1667863422
SRX3992211,-1.4297800396,0.1667863422
SRX357084,0.1352265557,0.058143042400000004
SRX357083,-0.1352265557,-0.058143042400000004
SRX4647134,1.5790308006,-0.6455556078
SRX4647137,0.3585829734,-0.1392930897
SRX4647136,1.4800726821,-0.5200348043
SRX4647135,1.6477825792,-0.5543400281
SRX4647139,0.20739146420000001,-0.0837026881
SRX4647141,-0.2948212033,0.0435601288
SRX4647140,-0.0718511958,0.08699936450000001
SRX4647138,0.1592809349,-0.0468568053
SRX4647128,1.3315809901,-0.3560810914
SRX4647127,0.9868232172,-0.2913206356
SRX4647129,1.3881066036,-0.4179370596
SRX4647126,0.9319123741,-0.2300582032
SRX4647133,5.9854304112,-0.0327187804
SRX4647132,6.3504427154,-0.0715555717
SRX4647131,6.1751751701,-0.0665367223
SRX4647130,6.7419834948,0.0699628898
SRX6923924,0.178230711,0.3024324521
SRX6923925,0.7141699897,0.42602726290000004
SRX6923923,-0.5901200015,-1.8514935495
SRX6923922,-1.0454856537,-0.8967265815000001
SRX6923939,0.1428626203,0.14209848220000001
SRX6923938,-0.1428626203,-0.14209848220000001
SRX6923936,-1.2115926557,-0.815363218
SRX6923937,-1.3870045985,-1.1880769507
SRX5509428,0.17160750660000001,0.0891810459
SRX5509427,-0.17160750660000001,-0.0891810459
SRX1882560,11.5377026565,-0.6947648217
SRX1882558,11.3536658046,-0.6542913184
SRX1882559,11.3916824582,-0.6508008203
SRX1882561,18.2862026132,-1.1184603611
SRX1882563,18.1461713958,-1.0045960853
SRX1882562,18.4068460907,-0.9656957314000001
SRX1882565,12.0851343878,-1.0031484175
SRX1882566,11.825771958,-1.0959527367
SRX1882564,12.195224184,-1.1315883881
SRX1882568,9.3746847701,-1.1832545485
SRX1882567,8.9208184874,-0.8740395267000001
SRX1882569,9.3285629251,-1.0259525721
SRX1882555,0.1315268147,-0.0508391863
SRX1882557,-0.16373370780000002,0.0396761857
SRX1882556,0.0322068931,0.0111630006
SRX5088615,15.4941149773,-0.3760794591
SRX5088616,15.8584346151,0.2090908676
SRX6845150,8.3777841465,0.9560882684
SRX6845149,2.8950776986999998,0.9016776294000001
SRX6845151,0.5010945119,-0.5423759987
SRX6845152,3.3963738213,-0.8679481922000001
SRX6845145,0.6899633879,1.3908712265
SRX6845146,-0.4686971487,1.1798094766
SRX6845142,0.45603515400000005,0.8866107710000001
SRX6845141,-2.1088075381,0.9969102618000001
SRX6845144,1.5111870228000002,0.0603464467
SRX6845143,-1.5111870228000002,-0.0603464467
SRX5605051,0.254790032,0.0794976646
SRX5605045,-0.254790032,-0.0794976646
SRX5605060,1.9640019135000002,-0.4909002167
SRX5605059,2.4000190416000002,-0.424735697
SRX2382017,0.2692642669,0.1097478702
SRX2382024,-0.2692642669,-0.1097478702
SRX2382027,-1.696141425,-0.597780178
SRX2382029,-2.0015021707,-0.6840993390000001
SRX2382217,-2.3260917627,-0.696060121
SRX2382023,-2.1904501789,-0.5213000824
SRX2382218,-1.8849168342,-0.08669760700000001
SRX2382219,0.221616155,0.0502604852
SRX2382213,-1.0197338591,-0.3649518249
SRX2382019,-1.6304068267,-0.7419699666
SRX2382214,0.9822814329,0.1001699674
SRX2382215,-0.047344562300000004,0.0572813743
SRX2382020,-0.1641696184,0.1398662903
SRX2382216,-0.0752367015,0.1616712324
SRX2382022,-0.602935018,0.48072056690000003
SRX2382033,0.2842746122,0.3004824231
SRX2382220,5.4689357435,-1.8314547722999999
SRX2382222,4.7864135748,-1.6284128192
SRX2382030,4.7285784148,-0.7921907709
SRX4506350,-0.3235034626,-0.1010733676
SRX4506352,-0.4156451538,0.0839458485
SRX4506354,-0.7765234065000001,-0.0627183452
SRX4506348,-0.0316762266,-0.0461082871
SRX4506346,-0.0179976403,0.053492343000000005
SRX4506344,0.049673867000000003,-0.0073840559
SRX4506351,-2.1083633384000002,0.5567677043
SRX4506353,-2.0206562995,0.6579426868
SRX4506355,-1.9388326448000002,0.5837301998000001
SRX4506349,-3.2851262151,0.28009529780000003
SRX4506345,-3.4476039476,0.3447215936
SRX4506347,-2.9097533587,0.2031560362
SRX4514122,-0.3007103902,0.2504136564
SRX4514124,-0.5594930347,0.0610109426
SRX4514126,-0.7384274723,0.0267658541
SRX4514120,-0.0477039062,0.32570430570000003
SRX4514112,0.1669716807,0.0117265333
SRX4514116,-0.30663520920000004,0.0860353034
SRX4514118,-0.2122998693,-0.0325854474
SRX4514114,0.3519633978,-0.0651763893
SRX4514121,-0.2602947419,0.3306139132
SRX4514125,-0.49907726350000003,0.0214118562
SRX4514127,-0.6658161763,0.2026196632
SRX4514123,-0.0716741528,0.2215873234
SRX4514115,0.0796389859,0.08288130760000001
SRX4514117,-0.283890878,0.0920589599
SRX4514113,0.176160589,0.0662544179
SRX4514119,-0.4426527355,0.11138009800000001
SRX958308,0.39689396450000003,0.07117078460000001
SRX958306,0.046858239,-0.0519953821
SRX958307,-0.57590029,0.24354113670000002
SRX958313,0.020430774000000002,-0.2980309826
SRX958312,0.015378816600000001,0.2036348351
SRX958314,-0.0358095905,0.0943961475
SRX958320,9.2068367115,0.3594548645
SRX958318,6.3150587832,0.5679372714
SRX958319,6.4056534715,0.6186545077
SRX958323,4.6875728752,0.7581424131000001
SRX958322,5.676706619,0.7043952859
SRX958321,5.2170800231,0.7925828464
SRX958310,1.5035409843,-0.20347642370000002
SRX958309,0.4711689056,0.2317319333
SRX958311,1.7239596866,-0.3366532129
SRX958317,4.7568601405,-0.4095956261
SRX958315,4.2129253065,-0.120898712
SRX958316,4.6764305082,-0.1597832454
SRX958324,4.2734826158,-0.2289935377
SRX958325,4.2638967941,-0.5998645915
SRX4498322,0.1254572727,-0.0231405474
SRX4498318,0.0948132285,0.1104269636
SRX4498320,0.09680780500000001,0.051914067800000005
SRX4498316,-0.1271734891,-0.036800316300000004
SRX4498312,-0.0164104303,0.09033109980000001
SRX4498308,-0.0643776589,-0.1174246635
SRX4498314,0.2064953555,-0.0348898253
