,0
name,WhiB4
TF,whiB4
Regulator,"<a href=""https://mycobrowser.epfl.ch/genes/whiB4"" target=""_blank"">whiB4</a>"
Function,Redox-Responsive transcription regulator that regulates protection response during infection
Category,Redox
has_venn,True
scatter,1
has_meme,False
precision,0.1848341232
recall,0.41052631580000004
