sample,Rv0858c
SRX3995807,-0.2205688297
SRX3995806,0.2868502269
SRX3995809,-0.1460314896
SRX3995808,0.057678032600000005
SRX4619048,-0.20810190920000002
SRX4619047,0.0522680867
SRX4619049,-0.28681633500000003
SRX4619050,-0.1655455566
SRX3995804,-0.2150057927
SRX3995805,0.2150057927
SRX5089845,0.4337506145
SRX5089844,0.4198986638
SRX5089860,-0.0091187876
SRX5089859,-0.0887494285
SRX5089858,0.0978682161
SRX5089854,0.0673999633
SRX5089853,-0.0321568178
SRX5089852,-0.20098568690000002
SRX5089856,1.1289086872
SRX5089855,1.1216169515
SRX5089857,0.9716967625
SRX5089868,-0.23448327670000002
SRX5089866,-0.302326881
SRX5089867,-0.28043028810000004
SRX5089870,1.1160629616
SRX5089869,0.9628200707000001
SRX5089871,0.7893043521
SRX5089846,-0.0823520499
SRX5089848,0.1245442591
SRX5089847,-0.0004974725000000001
SRX5089849,1.1563700567
SRX5089850,1.2890808024
SRX5089851,1.1171418148
SRX5089863,0.23718265600000002
SRX5089861,-0.0398825819
SRX5089862,0.1822338336
SRX5089865,1.2905597104
SRX5089864,1.2676793782
SRX5388955,-0.08740962050000001
SRX5388957,-0.0448672008
SRX5388954,0.0218994513
SRX5388956,0.11037737
SRX5388960,-0.47967119410000003
SRX5388961,-0.3391709277
SRX5388959,-0.4228563296
SRX5388958,-0.5012814627000001
SRX5388964,-0.7923451009
SRX5388965,-0.46546875530000004
SRX5388962,-0.48900601120000003
SRX5388963,-0.5659728632000001
SRX6889335,0.2220589161
SRX6889333,-0.2220589161
SRX6810002,-0.0309663732
SRX6810004,-0.1773814618
SRX6810003,0.208347835
SRX6810006,-0.37525557940000004
SRX6810005,-0.214326657
SRX6810007,0.1418935147
ERX1818322,-0.1660174936
ERX1818321,0.1660174936
SRX2617830,0.3648962711
SRX2617831,0.3725090447
SRX2617833,-1.0836694228
SRX2617832,-0.9130359038
SRX2617828,-0.0271750347
SRX2617827,0.1299266235
SRX2617829,-0.10275158870000001
SRX3456119,0.6632505153
SRX3456118,0.6992848258000001
SRX3456117,1.2937488231
SRX3456101,1.0376104072
SRX3456099,-0.7974275717
SRX3456100,-0.24018283540000002
SRX3456107,3.372457767
SRX3456105,3.1970983318
SRX4374122,-0.39328505610000003
SRX4374121,-0.43648964430000003
SRX4374123,-0.3619802573
SRX4374124,0.0878820354
SRX4374125,-0.1059156985
SRX4374126,0.0180336631
SRX4374127,-0.93142035
SRX4374128,-0.8303185364000001
SRX4374129,-0.9548338792000001
SRX4374130,-0.2707913661
SRX4374132,-0.5265280585000001
SRX4374131,-0.48716891630000003
SRX4374133,-0.7682281691
SRX4374135,-1.2549872153
SRX4374134,-1.1816458555
SRX4374138,-0.5741685371
SRX4374136,-0.1008379727
SRX4374137,-0.5517085388
SRX1091379,0.023641419900000002
SRX1091380,0.1248883233
SRX1091377,-0.0484759956
SRX1091378,0.0484759956
SRX4647145,0.0400344666
SRX4647146,-0.0778317151
SRX4647147,0.08252584240000001
SRX4647144,0.0124037585
SRX4647143,-0.0054212052
SRX4647142,-0.0069825533
SRX4647155,-0.1648532137
SRX4647152,-0.1143421195
SRX4647153,-0.1005336146
SRX4647154,-0.34627962290000003
SRX4647148,-0.2797019441
SRX4647149,-0.2658076197
SRX4647151,-0.26993744680000004
SRX4647150,-0.24074614
SRX4647123,-0.0437218798
SRX4647124,0.009513869900000001
SRX4647125,0.0342080099
SRX3103185,0.38664723160000003
SRX3103189,0.1920290138
SRX3103187,-0.1065327839
SRX3103184,-0.0521948202
SRX3103188,0.22522530370000002
SRX3103186,-0.17303048340000002
SRX1372110,-0.2368712729
SRX1372111,-0.0463004063
SRX1372108,0.015614078100000001
SRX1372109,-0.015614078100000001
SRX4506085,0.07847265240000001
SRX4506083,0.038542440500000004
SRX4506089,0.0678091269
SRX4506087,0.0785481063
SRX4506077,-0.030168913800000002
SRX4506079,0.013227374200000001
SRX4506075,-0.0154053121
SRX4506081,0.0323468518
SRX4506084,-0.4334091463
SRX4506086,-0.2872953807
SRX4506088,-0.46690463330000004
SRX4506090,-0.4526373428
SRX4506078,-0.4716275998
SRX4506080,-0.3402500449
SRX4506082,-0.27662231130000003
SRX4506076,-0.4286739304
SRX5352221,-0.6264366204
SRX5352223,-0.3812619324
SRX5352222,-0.0720317411
SRX5352229,0.5277960611
SRX5352227,0.6691602339
SRX5352228,0.7237680604000001
SRX5352231,-0.052079600600000005
SRX5352232,-0.3967112471
SRX5352230,-0.2139268263
SRX5352225,-0.7139025798
SRX5352224,-0.4553869864
SRX5352226,-0.2638811623
SRX5352220,0.0553075077
SRX5352219,0.030894302000000002
SRX5352218,-0.0862018097
SRX4498228,-0.0766359252
SRX4498224,-0.11393163860000001
SRX4498230,-0.059997380700000005
SRX4498226,-0.3567519487
SRX4498218,-0.0035385445
SRX4498216,-0.027861267000000002
SRX4498220,0.040423772600000005
SRX4498222,-0.0090239611
SRX4498225,0.1279832945
SRX4498227,0.11991251400000001
SRX4498231,-0.0766474255
SRX4498229,0.12299510450000001
SRX4498217,-0.010722504800000001
SRX4498221,-0.0885879947
SRX4498219,0.0912936149
SRX4498223,0.036111503100000004
SRX5079928,0.0672531497
SRX5079930,-0.0975219293
SRX5079929,-0.124658342
SRX5079923,-0.0250369637
SRX5079924,-0.2147537915
SRX5079922,-0.007465409300000001
SRX5079920,0.042897169400000004
SRX5079921,-0.043072576700000004
SRX5079919,0.0001754073
SRX5079926,0.0565101796
SRX5079925,-0.08150791090000001
SRX5079927,-0.0047235443
SRX894005,0.37245298
SRX894004,0.6360516003000001
SRX894006,0.3852590718
SRX893999,0.4065596134
