,0
gene_id,Rv0858c
name,dapC
operon,Op556
gene_product,N-succinyldiaminopimelate aminotransferase DapC
COG,Amino acid transport and metabolism
regulator,"Rv0081,Rv0324,Rv0678,lsr2,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0858c"">External Database</a>"
