,0
gene_id,Rv0492A
name,Rv0492A
operon,Op330
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv0047c,Rv0494,Rv0678,Rv0767c,Rv1816,mbcA,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0492A"">External Database</a>"
