,0
gene_id,Rv2086
name,Rv2086
operon,Op1304
gene_product,hypothetical protein
COG,"Replication, recombination and repair"
regulator,Rv2021c
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2086"">External Database</a>"
