,0
gene_id,Rv0236A
name,Rv0236A
operon,Op164
gene_product,hypothetical protein
COG,Function unknown
regulator,Rv1353c
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0236A"">External Database</a>"
