sample,Rv1088a
SRX3995807,0.6155192019
SRX3995806,0.22818473700000003
SRX3995809,-0.4406391978
SRX3995808,-0.17086771480000001
SRX4619048,0.1497769235
SRX4619047,-0.2787220573
SRX4619049,0.0609113234
SRX4619050,-0.7698820877
SRX3995804,-0.26308598040000003
SRX3995805,0.26308598040000003
SRX5089845,-0.44131461520000004
SRX5089844,-0.3867638706
SRX5089860,-0.3337694918
SRX5089859,0.0337788511
SRX5089858,0.2999906406
SRX5089854,-1.2857015594
SRX5089853,-0.7734169129
SRX5089852,-0.8321085849000001
SRX5089856,-0.8295794454000001
SRX5089855,-0.38110119330000003
SRX5089857,-0.563361592
SRX5089868,-0.4669348032
SRX5089866,-0.5188864136
SRX5089867,0.5715619857
SRX5089870,0.8464655077000001
SRX5089869,1.1904158447
SRX5089871,0.35576844490000004
SRX5089846,-0.4256427433
SRX5089848,-1.728792028
SRX5089847,-1.0089352923
SRX5089849,-0.3156578295
SRX5089850,-0.3491703909
SRX5089851,-0.1919477045
SRX5089863,-0.1812118205
SRX5089861,0.40365074910000004
SRX5089862,0.6846114596
SRX5089865,0.0821861867
SRX5089864,0.4594880343
SRX5388955,-0.34452447010000004
SRX5388957,0.0502335937
SRX5388954,0.26913876610000004
SRX5388956,0.0251521102
SRX5388960,-0.7430350559000001
SRX5388961,0.172763776
SRX5388959,-0.6443373907000001
SRX5388958,-0.2943813269
SRX5388964,-0.3544329781
SRX5388965,0.12971527100000002
SRX5388962,0.5215526909
SRX5388963,-0.2938494763
SRX6889335,0.14313005850000002
SRX6889333,-0.14313005850000002
SRX6810002,-0.0373444742
SRX6810004,0.8476709530000001
SRX6810003,-0.8103264788000001
SRX6810006,0.2826596869
SRX6810005,0.0275235116
SRX6810007,0.7987624056
ERX1818322,-0.20348598180000002
ERX1818321,0.20348598180000002
SRX2617830,0.7452576621
SRX2617831,0.6798613170000001
SRX2617833,-0.31690943520000003
SRX2617832,-0.5465905201
SRX2617828,0.0072541289
SRX2617827,0.0430827032
SRX2617829,-0.0503368321
SRX3456119,-0.4215852974
SRX3456118,1.1894078928
SRX3456117,0.7242282668000001
SRX3456101,-0.0080615075
SRX3456099,0.3129343288
SRX3456100,-0.3048728213
SRX3456107,1.333967335
SRX3456105,0.6079881921
SRX4374122,-1.1689185135
SRX4374121,-0.8428765824000001
SRX4374123,-0.8034214526
SRX4374124,0.0611625363
SRX4374125,-0.0314404722
SRX4374126,-0.0297220641
SRX4374127,-0.0954234508
SRX4374128,-0.3623210354
SRX4374129,-0.0507344988
SRX4374130,-0.3181519313
SRX4374132,-0.1208382598
SRX4374131,-0.2926870318
SRX4374133,-0.42297013180000004
SRX4374135,-0.9170278236
SRX4374134,-1.1283852604
SRX4374138,0.152834675
SRX4374136,0.4037019472
SRX4374137,0.4989613493
SRX1091379,0.1095004738
SRX1091380,-0.0730049421
SRX1091377,0.18778228200000002
SRX1091378,-0.18778228200000002
SRX4647145,0.7028399014000001
SRX4647146,0.20362635850000002
SRX4647147,0.6520065226
SRX4647144,0.4223382758
SRX4647143,-0.0760768919
SRX4647142,-0.3462613838
SRX4647155,0.2769036125
SRX4647152,0.9122249246
SRX4647153,0.5506117097000001
SRX4647154,0.6566700120000001
SRX4647148,0.9726861560000001
SRX4647149,0.8728377671
SRX4647151,1.4438167703
SRX4647150,0.5511799903
SRX4647123,-0.22387279170000002
SRX4647124,0.0685647202
SRX4647125,0.15530807160000001
SRX3103185,0.2046015571
SRX3103189,0.7336962215
SRX3103187,0.2741062935
SRX3103184,0.5055713569
