,0
gene_id,Rv3888c
name,Rv3888c
operon,Op2432
gene_product,membrane protein
COG,"Cell cycle control, cell division, chromosome partitioning"
regulator,"Rv0023,Rv0047c,Rv0891c,trcR,whiA,blaI,mbcA,Rv2034,Rv2324,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3888c"">External Database</a>"
