,0
gene_id,Rv2817c
name,Rv2817c
operon,Op1778
gene_product,CRISPR-associated endonuclease Cas1
COG,"Replication, recombination and repair"
regulator,"Rv0081,Rv0324,Rv1776c,lysG,Rv2034,Rv3830c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2817c"">External Database</a>"
