,0
gene_id,Rv3412
name,Rv3412
operon,Op2138
gene_product,hypothetical protein
COG,Function unknown
regulator,"Rv0081,oxyS,Rv0158,Rv0302,csoR,trcR,Rv1255c,vapB15,Rv2011c,Rv2034,Rv2642,moaR1,tcrX"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3412"">External Database</a>"
