,Value,list
TF,Rv1828/sigH,
reg_genes,452,"['Rv0859' 'Rv1772' 'recX' 'Rv1519' 'Rv2251' 'Rv3162c' 'PPE51' 'hrp1'
 'Rv0140' 'Rv0376c' 'vapC15' 'hspX' 'Rv2664' 'mbtI' 'Rv1816' 'ethR' 'pstB'
 'cysM' 'Rv1733c' 'iunH' 'Rv0358' 'iniR' 'Rv1045' 'irtB' 'rpfE' 'umaA'
 'kasB' 'Rv3268' 'Rv1278' 'Rv3353c' 'apa' 'Rv0063' 'PPE15' 'Rv1974'
 'Rv2729c' 'lipU' 'Rv2943' 'Rv2077A' 'Rv1578c' 'Rv2037c' 'mazF8' 'bpoC'
 'Rv3222c' 'nrp' 'Rv3788' 'iniB' 'hemK' 'Rv2254c' 'Rv0106' 'dnaE1'
 'TB31.7' 'Rv0315' 'pks6' 'fadD9' 'icl1' 'Rv2003c' 'mez' 'helZ' 'PPE29'
 'Rv3030' 'Rv0516c' 'lprO' 'Rv3165c' 'pbpA' 'Rv2739c' 'groES' 'Rv0197'
 'cyp136' 'rpiB' 'PPE67' 'Rv2510c' 'pncA' 'oxcA' 'cydB' 'Rv2955c'
 'Rv1258c' 'sigD' 'Rv3202c' 'Rv1075c' 'ftsQ' 'kstR2' 'Rv1218c' 'Rv2646'
 'accD5' 'Rv3172c' 'Rv1286' 'Rv0311' 'Rv2078' 'Rv0885' 'Rv2293c' 'Rv2721c'
 'Rv0964c' 'fas' 'ctaD' 'Rv3712' 'tatD' 'ogt' 'Rv1043c' 'fprB' 'Rv2645'
 'Rv3041c' 'Rv1277' 'rbsK' 'cydA' 'cysA1' 'irtA' 'Rv0059' 'htpG' 'usfY'
 'leuD' 'kdpE' 'Rv1774' 'kdpA' 'Rv0794c' 'Rv3289c' 'Rv3833' 'Rv1273c'
 'radA' 'Rv2525c' 'echA17' 'Rv3087' 'Rv0991c' 'pks9' 'Rv1986' 'PPE69'
 'Rv0891c' 'esxQ' 'PE_PGRS32' 'Rv2719c' 'Rv0849' 'trxC' 'modC' 'vapB21'
 'Rv0302' 'ephA' 'fdhD' 'Rv2331' 'Rv1434' 'Rv0481c' 'Rv2016' 'lppX' 'cydC'
 'Rv3182' 'adhD' 'Rv0330c' 'fadD13' 'Rv0880' 'Rv2113' 'pks16' 'Rv3437'
 'Rv2252' 'lpqI' 'Rv0208c' 'Rv2387' 'Rv0759c' 'msrB' 'Rv0817c' 'rshA'
 'grcC2' 'Rv3311' 'rmlC' 'mmpL11' 'bfrB' 'gatC' 'Rv3127' 'ethA' 'Rv2735c'
 'cysO' 'Rv0316' 'lprJ' 'mntH' 'Rv0078' 'Rv1217c' 'cydD' 'cadI' 'Rv2917'
 'Rv3054c' 'pks8' 'tgs1' 'Rv3263' 'Rv0081' 'Rv1473' 'Rv0141c' 'Rv3033'
 'infA' 'Rv0303' 'Rv3123' 'Rv3205c' 'Rv1738' 'Rv1301' 'Rv1112' 'PPE35'
 'Rv2075c' 'cysT' 'Rv0095c' 'Rv3066' 'Rv2681' 'ctpD' 'Rv1057' 'dnaK'
 'rubA' 'Rv2119' 'Rv3714c' 'Rv2944' 'ahpD' 'Rv1708' 'whiB6' 'Rv1874'
 'Rv0080' 'serB2' 'trmD' 'Rv3137' 'acg' 'murI' 'bioA' 'pntAa' 'Rv1671'
 'PPE3' 'otsB1' 'Rv3047c' 'vapC43' 'hycE' 'Rv0897c' 'Rv1320c' 'Rv3218'
 'trxA' 'Rv3413c' 'cysW' 'Rv3040c' 'fadE15' 'Rv2958c' 'Rv3027c' 'mce1A'
 'vapB43' 'hycQ' 'lipR' 'Rv3131' 'birA' 'Rv0571c' 'Rv2114' 'rplJ' 'Rv0100'
 'Rv0607' 'udgB' 'Rv0307c' 'Rv0205' 'Rv2253' 'Rv3789' 'Rv1584c' 'Rv1996'
 'accD3' 'Rv3049c' 'fdxB' 'Rv2959c' 'Rv1828' 'Rv3773c' 'Rv2989' 'Rv3083'
 'Rv0367c' 'hycP' 'Rv1954c' 'thrB' 'lpqS' 'Rv0312' 'Rv1804c' 'cysA3'
 'esxR' 'pepR' 'bioF2' 'Rv1976c' 'lipQ' 'Rv2005c' 'Rv2663' 'Rv3439c'
 'Rv3463' 'Rv1044' 'leuC' 'pth' 'Rv0488' 'Rv1670' 'ltp4' 'lat' 'eccD5'
 'Rv2004c' 'hsp' 'Rv0142' 'Rv0082' 'lipX' 'sigE' 'Rv1279' 'pntAb' 'Rv2963'
 'Rv1813c' 'asnB' 'Rv1176c' 'Rv2248' 'fgd2' 'Rv3796' 'lprI' 'murB' 'fadE5'
 'groEL1' 'Rv3603c' 'fabD' 'Rv0196' 'prpC' 'Rv3586' 'Rv3822' 'Rv0428c'
 'Rv2990c' 'Rv1592c' 'Rv0784' 'PE36' 'Rv1691' 'Rv2042c' 'sigB' 'Rv1478'
 'lppT' 'Rv3098c' 'Rv2466c' 'PPE55' 'Rv0026' 'nrdF2' 'Rv2132' 'Rv0845'
 'cyp124' 'vapC27' 'gcvB' 'Rv2455c' 'dprE1' 'Rv3031' 'def' 'Rv3076'
 'Rv1987' 'Rv2041c' 'Rv3675' 'Rv1566c' 'efpA' 'Rv0597c' 'mobA' 'Rv1754c'
 'Rv2943A' 'PPE57' 'Rv0654' 'cysK2' 'alaS' 'ripA' 'Rv3201c' 'Rv0083'
 'tgs4' 'Rv3902c' 'dacB2' 'prpD' 'cobQ2' 'clpB' 'esxJ' 'Rv1524' 'Rv2962c'
 'PPE56' 'gatA' 'prpR' 'fadE20' 'Rv3395c' 'lpqA' 'dinP' 'fadD7' 'Rv3591c'
 'Rv3466' 'mec' 'Rv2787' 'Rv2585c' 'pks1' 'Rv0480c' 'thiX' 'Rv2560'
 'Rv1674c' 'Rv1433' 'Rv0057' 'Rv3354' 'Rv1815' 'alkB' 'Rv0452' 'pirG'
 'ahpC' 'Rv0158' 'Rv2659c' 'Rv2331A' 'mshB' 'accA2' 'Rv3032' 'Rv2454c'
 'subI' 'mtc28' 'echA12' 'pknB' 'rubB' 'gcpE' 'Rv0881' 'lpqG' 'Rv1724c'
 'PPE50' 'Rv2012']"
comp_genes,63,"['mtrA' 'Rv2074' 'pyrG' 'mtrB' 'Rv0997a' 'lppW' 'Rv2267c' 'Rv3122'
 'Rv2256a' 'Rv3387' 'mazF2' 'mazE2' 'ftsW']"
both_genes,50,"['Rv0430' 'Rv2148c' 'Rv2927c' 'ruvA' 'xerC' 'Rv0888' 'Rv0883c' 'recA'
 'Rv2864c' 'Rv1435c' 'plcB' 'Rv2166c' 'ruvC' 'lprE' 'Rv2164c' 'Rv0519c'
 'Rv3717' 'Rv1251c' 'Rv2033c' 'Rv1697' 'ruvB' 'plcA' 'Rv2165c' 'Rv0996'
 'dnaQ' 'pbpB' 'Rv3811' 'Rv3005c' 'Rv1158c' 'fbpC' 'Rv2049c' 'Rv1220c'
 'Rv2147c' 'ftsZ' 'Rv3209' 'Rv2680' 'Rv1632c' 'ftsK' 'Rv3267' 'Rv3587c'
 'sapM' 'Rv3258c' 'Rv0997' 'plcC' 'Rv0111' 'yfiH' 'mctB' 'dacB1' 'lpqJ'
 'Rv1157c']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
