,0
gene_id,Rv2219A
name,Rv2219A
operon,Op1391
gene_product,membrane protein
COG,Function unknown
regulator,"Rv0023,Rv0047c,Rv0081,Rv1049,higA,Rv3249c,lsr2,espR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2219A"">External Database</a>"
