,-0.07510423157015186,-0.053645879692965616,-0.03218752781577937,-0.010729175938593127,0.010729175938593127,0.03218752781577938,0.05364587969296561,0.07510423157015186,0.09656258344733812,0.11802093532452437,0.13947928720171063,0.16093763907889685,0.18239599095608308,0.20385434283326934,0.2253126947104556,0.24677104658764185,0.2682293984648281,0.2896877503420143,0.3111461022192006,0.33260445409638684
thresh,-0.08583340750874499,0.08583340750874499,1,,,,,,,,,,,,,,,,,
unreg,2,9,102,2018,1626,117,19,2,3,1,1,0,0,2,2,1,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],['PPE67' 'Rv0474' 'ethR'],['ethA'],['Rv3740c'],[],[],['Rv3741c' 'Rv3249c'],['Rv3742c' 'rubB'],['alkB'],['rubA'],[],[],[]
