,0
gene_id,Rv2823c
name,Rv2823c
operon,Op1779
gene_product,CRISPR-associated protein Cas10/Csm1
COG,"Translation, ribosomal structure and biogenesis"
regulator,"whiB5,Rv0023,Rv0047c,Rv0081,Rv0324,trcR,Rv1776c,Rv2011c,kstR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2823c"">External Database</a>"
