,0
gene_id,Rv2423
name,Rv2423
operon,Op1532
gene_product,hypothetical protein
COG,Coenzyme transport and metabolism
regulator,"Rv0023,Rv0081,Rv0678,Rv1776c,Rv1816,mbcA,devR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2423"">External Database</a>"
