sample,Rv2307A
SRX3995807,1.0740726736
SRX3995806,0.9855182808
SRX3995809,1.3505518405
SRX3995808,0.7889091317
SRX4619048,0.9756288003
SRX4619047,1.2430588528
SRX4619049,0.7096531165000001
SRX4619050,1.0077800132
SRX3995804,0.7475442234
SRX3995805,-0.7475442234
SRX5089845,0.4067381403
SRX5089844,0.3012235385
SRX5089860,0.1955729171
SRX5089859,0.1165064076
SRX5089858,-0.3120793247
SRX5089854,-0.0473271663
SRX5089853,0.0317189624
SRX5089852,0.3005541841
SRX5089856,-0.1239189076
SRX5089855,-0.7810355875
SRX5089857,-0.9703261505
SRX5089868,0.42689878810000004
SRX5089866,0.2239153857
SRX5089867,0.014145088
SRX5089870,-0.430478764
SRX5089869,-0.45636133230000003
SRX5089871,-0.10545287610000001
SRX5089846,-0.4220440147
SRX5089848,-0.1558320895
SRX5089847,-0.23485812080000001
SRX5089849,-0.49497418070000004
SRX5089850,-0.13737138670000001
SRX5089851,0.2727353158
SRX5089863,-0.0199181314
SRX5089861,-0.13623545380000002
SRX5089862,-0.3371184591
SRX5089865,-0.438205434
SRX5089864,-0.44392777320000004
SRX5388955,-0.1675192033
SRX5388957,-0.0092006329
SRX5388954,0.1342015959
SRX5388956,0.0425182403
SRX5388960,-0.0065752687
SRX5388961,0.7020551976
SRX5388959,-0.0095051149
SRX5388958,-0.0307540452
SRX5388964,0.2435364855
SRX5388965,0.5990439092000001
SRX5388962,0.7239133018
SRX5388963,0.305417787
SRX6889335,-1.1841143391
SRX6889333,1.1841143391
SRX6810002,0.025854283800000002
SRX6810004,-0.6530873816
SRX6810003,0.6272330978
SRX6810006,1.2669965144
SRX6810005,1.2601860082
SRX6810007,1.6487509028
ERX1818322,-0.12175657940000001
ERX1818321,0.12175657940000001
SRX2617830,-0.5314764510000001
SRX2617831,-0.5395051416000001
SRX2617833,-0.024993252900000002
SRX2617832,-0.3824941596
SRX2617828,-0.3143205806
SRX2617827,0.2754070637
SRX2617829,0.0389135169
SRX3456119,0.2086213502
SRX3456118,1.269187619
SRX3456117,0.10135859330000001
SRX3456101,-0.1722203611
SRX3456099,0.3941637112
SRX3456100,-0.22194335010000002
SRX3456107,0.6987724354
SRX3456105,-0.7896646489
SRX4374122,0.2826185285
SRX4374121,0.6560466739
SRX4374123,0.5004529182
SRX4374124,0.36569534610000004
SRX4374125,-0.3280287458
SRX4374126,-0.0376666003
SRX4374127,0.4510992848
SRX4374128,0.6913753896
SRX4374129,-0.008947418300000001
SRX4374130,0.32951247100000003
SRX4374132,-0.4095389958
SRX4374131,-0.9086592768
SRX4374133,0.5247957514
SRX4374135,-0.7533881009000001
SRX4374134,0.0404046775
SRX4374138,-1.0426966988
SRX4374136,0.1771374967
SRX4374137,-0.41536519310000003
SRX1091379,0.1965435707
SRX1091380,0.2114088264
SRX1091377,0.0791192483
SRX1091378,-0.0791192483
SRX4647145,0.2521393671
SRX4647146,0.10277103950000001
SRX4647147,-0.1220366569
SRX4647144,-0.0232897728
SRX4647143,-0.1242918496
SRX4647142,0.1475816223
SRX4647155,-1.1798223795
SRX4647152,-1.5558734316
SRX4647153,-1.6400949851000002
SRX4647154,-1.1255547795
SRX4647148,-1.5477449179
SRX4647149,-1.3345053469
SRX4647151,-1.189875998
SRX4647150,-1.6304167229000002
SRX4647123,-0.0791059057
SRX4647124,-0.0736815599
SRX4647125,0.1527874656
SRX3103185,-0.4470048252
SRX3103189,-0.6824095917
SRX3103187,-0.4741412662
SRX3103184,0.1267498065
SRX3103188,0.0931779455
SRX3103186,-0.219927752
SRX1372110,0.24797993140000002
SRX1372111,0.43804070230000003
SRX1372108,-0.0384748623
SRX1372109,0.0384748623
SRX4506085,0.1870080932
SRX4506083,0.10314098840000001
SRX4506089,0.1705549083
SRX4506087,0.1128674862
SRX4506077,0.1225423746
SRX4506079,-0.11785186090000001
SRX4506075,0.1594989557
SRX4506081,-0.16418946950000002
SRX4506084,-1.5252497162
SRX4506086,-1.0891086665
SRX4506088,-1.267426161
SRX4506090,-1.0479567036
SRX4506078,-1.0734474719
SRX4506080,-1.214163316
SRX4506082,-1.9044394129
SRX4506076,-1.189942361
SRX5352221,0.2309735766
SRX5352223,-1.0221917263
SRX5352222,-0.5686973293
SRX5352229,-0.6488685853
SRX5352227,0.1361843272
SRX5352228,0.9155126858
SRX5352231,-2.6379278889
SRX5352232,-2.6379278889
SRX5352230,-0.5777366547
SRX5352225,-0.4089649497
SRX5352224,0.5052570592
SRX5352226,-0.3770547839
SRX5352220,0.8878181661000001
SRX5352219,-0.2829242756
SRX5352218,-0.6048938905
SRX4498228,-0.1705767306
SRX4498224,-0.00581093
SRX4498230,-0.0466154357
SRX4498226,-0.3620591884
SRX4498218,-0.0166927142
SRX4498216,0.1254256436
SRX4498220,-0.1665350475
SRX4498222,0.0578021182
SRX4498225,-0.2802586878
SRX4498227,-0.8372114518
SRX4498231,-0.1278796908
SRX4498229,-0.3758707303
SRX4498217,-0.3441973588
SRX4498221,0.1353462054
SRX4498219,-0.16320601910000002
SRX4498223,-0.0577474545
SRX5079928,-0.0027347926
SRX5079930,-0.55311225
SRX5079929,-0.7030136407
SRX5079923,-0.4165713466
SRX5079924,-0.7704808122
SRX5079922,-0.3340712044
SRX5079920,0.0012922123000000002
SRX5079921,-0.2736894314
SRX5079919,0.272397219
SRX5079926,-0.9726128404000001
SRX5079925,-0.3240624754
SRX5079927,-0.627849631
SRX894005,-1.1932690087
SRX894004,-1.4595010148
SRX894006,-0.070167667
SRX893999,-0.0202274942
SRX894000,-0.1465846624
SRX893998,0.1668121566
SRX4647489,-0.0174787248
SRX4647490,0.0174787248
SRX4647492,0.6340051805
SRX4647491,-0.1735425851
SRX4647496,0.07669443790000001
SRX4647495,-0.4353291811
SRX4647499,-0.6230458833
SRX4647500,-0.21985684400000002
SRX4647493,-0.3638014134
SRX4647494,-0.1343699931
SRX4647497,-0.1318670281
SRX4647498,-0.2649487567
SRX4505482,0.026663299999999997
SRX4505486,-0.4097402054
SRX4505484,0.4369372992
SRX4505473,-0.1353105054
SRX4505476,-0.211955904
SRX4505480,0.0960197707
SRX4505478,0.0348201007
SRX4505474,0.0811160326
