sample,Rv0903c
SRX3995807,0.222428636
SRX3995806,0.2299071459
SRX3995809,0.3319470244
SRX3995808,0.7678028151
SRX4619048,0.3761186696
SRX4619047,0.7390258230000001
SRX4619049,0.6912049333
SRX4619050,0.4741895571
SRX3995804,0.0629274662
SRX3995805,-0.0629274662
SRX5089845,-0.0268383085
SRX5089844,-0.0852269071
SRX5089860,-0.0062091457
SRX5089859,-0.0537306763
SRX5089858,0.059939822000000004
SRX5089854,1.6802451382
SRX5089853,1.5849919155
SRX5089852,1.600485499
SRX5089856,0.2431000223
SRX5089855,0.1338203426
SRX5089857,0.1114924779
SRX5089868,1.5656785908000002
SRX5089866,1.7565694512999999
SRX5089867,1.6350571693
SRX5089870,0.3900445751
SRX5089869,0.4853255931
SRX5089871,0.4686408186
SRX5089846,1.5353592594
SRX5089848,1.5410591973
SRX5089847,1.4695014255
SRX5089849,-0.051464808300000005
SRX5089850,-0.0008303868000000001
SRX5089851,0.0879416611
SRX5089863,1.5087402321
SRX5089861,1.5801906605
SRX5089862,1.5370338057000001
SRX5089865,0.2953174241
SRX5089864,0.329011622
SRX5388955,0.024672490000000002
SRX5388957,0.0491771383
SRX5388954,-0.0917658157
SRX5388956,0.0179161875
SRX5388960,1.7913578597000002
SRX5388961,1.7372638017000002
SRX5388959,1.7471088937
SRX5388958,1.6459250435000001
SRX5388964,0.5967795833
SRX5388965,0.5641051068
SRX5388962,0.3937221791
SRX5388963,0.5711876543000001
SRX6889335,0.0930864215
SRX6889333,-0.0930864215
SRX6810002,0.1456616866
SRX6810004,0.0296169062
SRX6810003,-0.1752785927
SRX6810006,0.6966078708
SRX6810005,0.9453009825
SRX6810007,0.7177119486
ERX1818322,0.15981687560000002
ERX1818321,-0.15981687560000002
SRX2617830,-0.4263695449
SRX2617831,-0.347393661
SRX2617833,-0.0014320810000000002
SRX2617832,0.2514403192
SRX2617828,-0.0592967376
SRX2617827,0.0869273352
SRX2617829,-0.0276305976
SRX3456119,0.3122878075
SRX3456118,0.1074892233
SRX3456117,0.1586400912
SRX3456101,0.037267415000000005
SRX3456099,0.0347582545
SRX3456100,-0.07202566960000001
SRX3456107,1.4106896682
SRX3456105,1.6309102673
SRX4374122,0.26420412050000003
SRX4374121,0.2971621264
SRX4374123,-0.0112140383
SRX4374124,-0.058732498
SRX4374125,0.021511177700000002
SRX4374126,0.0372213204
SRX4374127,0.4744838228
SRX4374128,0.5358902959
SRX4374129,0.0465840856
SRX4374130,-0.3257764971
SRX4374132,-0.5925953865
SRX4374131,-0.288166627
SRX4374133,0.2321658635
SRX4374135,0.22027252700000002
SRX4374134,0.3843672664
SRX4374138,-0.8261050341
SRX4374136,-0.5413082363
SRX4374137,-0.6905003411
SRX1091379,-0.46344044110000004
SRX1091380,-0.434223006
SRX1091377,0.0178120457
SRX1091378,-0.0178120457
SRX4647145,-0.042145227300000004
SRX4647146,-0.0870994539
SRX4647147,0.0036670331
SRX4647144,0.046356331800000004
SRX4647143,-0.0842234273
SRX4647142,0.0378670955
SRX4647155,0.2869281366
SRX4647152,0.3839384102
SRX4647153,0.36334320870000003
SRX4647154,0.1939372742
SRX4647148,0.260861094
SRX4647149,0.3310283385
SRX4647151,0.22068599730000002
SRX4647150,0.24851478470000002
SRX4647123,0.0807273632
SRX4647124,-0.0431473098
SRX4647125,-0.0375800534
SRX3103185,0.2443237296
SRX3103189,0.0973644387
SRX3103187,-0.0272613754
SRX3103184,0.0747352829
SRX3103188,0.10027072120000001
SRX3103186,-0.1750060041
SRX1372110,0.35115112460000003
SRX1372111,0.1077942483
SRX1372108,-0.14196162780000002
SRX1372109,0.14196162780000002
SRX4506085,0.0475759522
SRX4506083,0.0169410708
SRX4506089,0.0657714434
SRX4506087,-0.007618942
SRX4506077,-0.0071584573000000006
SRX4506079,0.028440818200000002
SRX4506075,-0.0249298522
SRX4506081,0.0036474913
SRX4506084,-0.0427681824
SRX4506086,-0.012827779400000001
SRX4506088,-0.0433533085
SRX4506090,-0.0084423057
SRX4506078,-0.0540945987
SRX4506080,-0.0978834995
SRX4506082,-0.08064905430000001
SRX4506076,-0.0552728189
SRX5352221,-0.5801979254
SRX5352223,-0.6198810997
SRX5352222,-0.6547040740000001
SRX5352229,-0.846345471
SRX5352227,-0.7100411176
SRX5352228,-0.686599794
SRX5352231,-1.0693946593
SRX5352232,-0.9021719174
SRX5352230,-1.2466258098
SRX5352225,-0.2357793987
SRX5352224,-0.22071400500000002
SRX5352226,-0.5558207241
SRX5352220,0.0854091446
SRX5352219,0.058693172700000004
SRX5352218,-0.1441023173
SRX4498228,-0.0048254605
SRX4498224,-0.1051660331
SRX4498230,-0.0111794996
SRX4498226,-0.0106659445
SRX4498218,0.0016621343000000001
SRX4498216,-0.012175323600000001
SRX4498220,-0.0524260951
SRX4498222,0.06293928430000001
