,0
gene_id,Rv1152
name,Rv1152
operon,Op751
gene_product,transcriptional regulator
COG,Transcription
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1152"">External Database</a>"
