,0
gene_id,Rv3196A
name,Rv3196A
operon,Op1997
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv0324,phoP,Rv0767c,Rv1473A,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3196A"">External Database</a>"
