,gene_id,database,kegg_id
3098,Rv0650,KEGG_pathway,map01120
3099,Rv0650,KEGG_pathway,map01130
3100,Rv0650,KEGG_pathway,map01200
3102,Rv0651,KEGG_pathway,map03010
3104,Rv0652,KEGG_pathway,map03010
3106,Rv0655,KEGG_pathway,map02010
3109,Rv0663,KEGG_pathway,map00140
3110,Rv0663,KEGG_pathway,map00600
3115,Rv0667,KEGG_pathway,map00230
3116,Rv0667,KEGG_pathway,map00240
3117,Rv0667,KEGG_pathway,map01100
3118,Rv0667,KEGG_pathway,map03020
3123,Rv0668,KEGG_pathway,map00230
3124,Rv0668,KEGG_pathway,map00240
3125,Rv0668,KEGG_pathway,map01100
3126,Rv0668,KEGG_pathway,map03020
3130,Rv0669c,KEGG_pathway,map00600
3131,Rv0669c,KEGG_pathway,map01100
3132,Rv0669c,KEGG_pathway,map04071
3134,Rv0670,KEGG_pathway,map03410
3153,Rv0673,KEGG_pathway,map00071
3154,Rv0673,KEGG_pathway,map00280
3155,Rv0673,KEGG_pathway,map00281
3156,Rv0673,KEGG_pathway,map00310
3157,Rv0673,KEGG_pathway,map00360
3158,Rv0673,KEGG_pathway,map00362
3159,Rv0673,KEGG_pathway,map00380
3160,Rv0673,KEGG_pathway,map00410
3161,Rv0673,KEGG_pathway,map00627
3162,Rv0673,KEGG_pathway,map00640
3163,Rv0673,KEGG_pathway,map00650
3164,Rv0673,KEGG_pathway,map00903
3165,Rv0673,KEGG_pathway,map00930
3166,Rv0673,KEGG_pathway,map01100
3167,Rv0673,KEGG_pathway,map01110
3168,Rv0673,KEGG_pathway,map01120
3169,Rv0673,KEGG_pathway,map01130
3170,Rv0673,KEGG_pathway,map01212
3189,Rv0675,KEGG_pathway,map00071
3190,Rv0675,KEGG_pathway,map00280
3191,Rv0675,KEGG_pathway,map00281
3192,Rv0675,KEGG_pathway,map00310
3193,Rv0675,KEGG_pathway,map00360
3194,Rv0675,KEGG_pathway,map00362
3195,Rv0675,KEGG_pathway,map00380
3196,Rv0675,KEGG_pathway,map00410
3197,Rv0675,KEGG_pathway,map00627
3198,Rv0675,KEGG_pathway,map00640
3199,Rv0675,KEGG_pathway,map00650
3200,Rv0675,KEGG_pathway,map00903
3201,Rv0675,KEGG_pathway,map00930
3202,Rv0675,KEGG_pathway,map01100
3203,Rv0675,KEGG_pathway,map01110
3204,Rv0675,KEGG_pathway,map01120
3205,Rv0675,KEGG_pathway,map01130
3206,Rv0675,KEGG_pathway,map01212
3208,Rv0682,KEGG_pathway,map03010
3210,Rv0683,KEGG_pathway,map03010
3217,Rv0694,KEGG_pathway,map00620
3218,Rv0694,KEGG_pathway,map00630
3219,Rv0694,KEGG_pathway,map01100
3220,Rv0694,KEGG_pathway,map01110
3221,Rv0694,KEGG_pathway,map01120
3222,Rv0694,KEGG_pathway,map01130
3224,Rv0695,KEGG_pathway,map00330
3226,Rv0700,KEGG_pathway,map03010
3228,Rv0701,KEGG_pathway,map03010
3230,Rv0702,KEGG_pathway,map03010
3232,Rv0703,KEGG_pathway,map03010
3234,Rv0704,KEGG_pathway,map03010
3236,Rv0705,KEGG_pathway,map03010
3238,Rv0706,KEGG_pathway,map03010
3240,Rv0707,KEGG_pathway,map03010
3242,Rv0708,KEGG_pathway,map03010
3244,Rv0709,KEGG_pathway,map03010
3246,Rv0710,KEGG_pathway,map03010
3249,Rv0711,KEGG_pathway,map00140
3250,Rv0711,KEGG_pathway,map00600
3252,Rv0714,KEGG_pathway,map03010
3254,Rv0715,KEGG_pathway,map03010
3256,Rv0716,KEGG_pathway,map03010
3258,Rv0717,KEGG_pathway,map03010
3260,Rv0718,KEGG_pathway,map03010
3262,Rv0719,KEGG_pathway,map03010
3264,Rv0720,KEGG_pathway,map03010
3266,Rv0721,KEGG_pathway,map03010
3268,Rv0722,KEGG_pathway,map03010
3270,Rv0723,KEGG_pathway,map03010
3276,Rv0727c,KEGG_pathway,map00040
3277,Rv0727c,KEGG_pathway,map00051
3278,Rv0727c,KEGG_pathway,map00053
3279,Rv0727c,KEGG_pathway,map01100
3280,Rv0727c,KEGG_pathway,map01120
3288,Rv0728c,KEGG_pathway,map00260
3289,Rv0728c,KEGG_pathway,map00680
3290,Rv0728c,KEGG_pathway,map01100
3291,Rv0728c,KEGG_pathway,map01120
3292,Rv0728c,KEGG_pathway,map01130
3293,Rv0728c,KEGG_pathway,map01200
3294,Rv0728c,KEGG_pathway,map01230
3297,Rv0729,KEGG_pathway,map00040
3298,Rv0729,KEGG_pathway,map01100
3302,Rv0732,KEGG_pathway,map02024
3303,Rv0732,KEGG_pathway,map03060
3304,Rv0732,KEGG_pathway,map03070
3310,Rv0733,KEGG_pathway,map00230
3311,Rv0733,KEGG_pathway,map00730
3312,Rv0733,KEGG_pathway,map01100
3313,Rv0733,KEGG_pathway,map01110
3314,Rv0733,KEGG_pathway,map01130
3317,Rv0751c,KEGG_pathway,map00280
3318,Rv0751c,KEGG_pathway,map01100
3325,Rv0753c,KEGG_pathway,map00280
3326,Rv0753c,KEGG_pathway,map00410
3327,Rv0753c,KEGG_pathway,map00562
3328,Rv0753c,KEGG_pathway,map00640
3329,Rv0753c,KEGG_pathway,map01100
3330,Rv0753c,KEGG_pathway,map01200
3335,Rv0760c,KEGG_pathway,map00140
3336,Rv0760c,KEGG_pathway,map00984
3337,Rv0760c,KEGG_pathway,map01100
3338,Rv0760c,KEGG_pathway,map01120
3355,Rv0761c,KEGG_pathway,map00010
3356,Rv0761c,KEGG_pathway,map00071
3357,Rv0761c,KEGG_pathway,map00350
3358,Rv0761c,KEGG_pathway,map00625
3359,Rv0761c,KEGG_pathway,map00626
3360,Rv0761c,KEGG_pathway,map00680
3361,Rv0761c,KEGG_pathway,map00830
3362,Rv0761c,KEGG_pathway,map00980
3363,Rv0761c,KEGG_pathway,map00982
3364,Rv0761c,KEGG_pathway,map01100
3365,Rv0761c,KEGG_pathway,map01110
3366,Rv0761c,KEGG_pathway,map01120
3367,Rv0761c,KEGG_pathway,map01130
3368,Rv0761c,KEGG_pathway,map01200
3369,Rv0761c,KEGG_pathway,map01220
3370,Rv0761c,KEGG_pathway,map05204
3375,Rv0764c,KEGG_pathway,map00100
3376,Rv0764c,KEGG_pathway,map01100
3377,Rv0764c,KEGG_pathway,map01110
3378,Rv0764c,KEGG_pathway,map01130
3397,Rv0768,KEGG_pathway,map00010
3398,Rv0768,KEGG_pathway,map00053
3399,Rv0768,KEGG_pathway,map00071
3400,Rv0768,KEGG_pathway,map00280
3401,Rv0768,KEGG_pathway,map00310
3402,Rv0768,KEGG_pathway,map00330
3403,Rv0768,KEGG_pathway,map00340
3404,Rv0768,KEGG_pathway,map00380
3405,Rv0768,KEGG_pathway,map00410
3406,Rv0768,KEGG_pathway,map00561
3407,Rv0768,KEGG_pathway,map00620
3408,Rv0768,KEGG_pathway,map00625
3409,Rv0768,KEGG_pathway,map00903
3410,Rv0768,KEGG_pathway,map00981
3411,Rv0768,KEGG_pathway,map01100
3412,Rv0768,KEGG_pathway,map01110
3413,Rv0768,KEGG_pathway,map01120
3414,Rv0768,KEGG_pathway,map01130
3422,Rv0769,KEGG_pathway,map00061
3423,Rv0769,KEGG_pathway,map00333
3424,Rv0769,KEGG_pathway,map00780
3425,Rv0769,KEGG_pathway,map01040
3426,Rv0769,KEGG_pathway,map01100
3427,Rv0769,KEGG_pathway,map01130
3428,Rv0769,KEGG_pathway,map01212
3431,Rv0770,KEGG_pathway,map00280
3432,Rv0770,KEGG_pathway,map01100
3437,Rv0771,KEGG_pathway,map00362
3438,Rv0771,KEGG_pathway,map01100
3439,Rv0771,KEGG_pathway,map01120
3440,Rv0771,KEGG_pathway,map01220
3445,Rv0772,KEGG_pathway,map00230
3446,Rv0772,KEGG_pathway,map01100
3447,Rv0772,KEGG_pathway,map01110
3448,Rv0772,KEGG_pathway,map01130
3453,Rv0773c,KEGG_pathway,map00430
3454,Rv0773c,KEGG_pathway,map00460
3455,Rv0773c,KEGG_pathway,map00480
3456,Rv0773c,KEGG_pathway,map01100
3462,Rv0777,KEGG_pathway,map00230
3463,Rv0777,KEGG_pathway,map00250
3464,Rv0777,KEGG_pathway,map01100
3465,Rv0777,KEGG_pathway,map01110
3466,Rv0777,KEGG_pathway,map01130
3471,Rv0780,KEGG_pathway,map00230
3472,Rv0780,KEGG_pathway,map01100
3473,Rv0780,KEGG_pathway,map01110
3474,Rv0780,KEGG_pathway,map01130
3479,Rv0787A,KEGG_pathway,map00230
3480,Rv0787A,KEGG_pathway,map01100
3481,Rv0787A,KEGG_pathway,map01110
3482,Rv0787A,KEGG_pathway,map01130
3487,Rv0788,KEGG_pathway,map00230
3488,Rv0788,KEGG_pathway,map01100
3489,Rv0788,KEGG_pathway,map01110
3490,Rv0788,KEGG_pathway,map01130
3503,Rv0794c,KEGG_pathway,map00010
3504,Rv0794c,KEGG_pathway,map00020
3505,Rv0794c,KEGG_pathway,map00260
3506,Rv0794c,KEGG_pathway,map00280
3507,Rv0794c,KEGG_pathway,map00620
3508,Rv0794c,KEGG_pathway,map00630
3509,Rv0794c,KEGG_pathway,map00640
3510,Rv0794c,KEGG_pathway,map01100
3511,Rv0794c,KEGG_pathway,map01110
3512,Rv0794c,KEGG_pathway,map01120
3513,Rv0794c,KEGG_pathway,map01130
3514,Rv0794c,KEGG_pathway,map01200
3519,Rv0803,KEGG_pathway,map00230
3520,Rv0803,KEGG_pathway,map01100
3521,Rv0803,KEGG_pathway,map01110
3522,Rv0803,KEGG_pathway,map01130
3525,Rv0805,KEGG_pathway,map00230
3526,Rv0805,KEGG_pathway,map02025
3530,Rv0806c,KEGG_pathway,map00052
3531,Rv0806c,KEGG_pathway,map00520
3532,Rv0806c,KEGG_pathway,map01100
3538,Rv0808,KEGG_pathway,map00230
3539,Rv0808,KEGG_pathway,map00250
3540,Rv0808,KEGG_pathway,map01100
3541,Rv0808,KEGG_pathway,map01110
3542,Rv0808,KEGG_pathway,map01130
3547,Rv0809,KEGG_pathway,map00230
3548,Rv0809,KEGG_pathway,map01100
3549,Rv0809,KEGG_pathway,map01110
3550,Rv0809,KEGG_pathway,map01130
3552,Rv0812,KEGG_pathway,map00790
3558,Rv0815c,KEGG_pathway,map00270
3559,Rv0815c,KEGG_pathway,map00920
3560,Rv0815c,KEGG_pathway,map01100
3561,Rv0815c,KEGG_pathway,map01120
3562,Rv0815c,KEGG_pathway,map04122
3564,Rv0820,KEGG_pathway,map02010
3568,Rv0824c,KEGG_pathway,map00061
3569,Rv0824c,KEGG_pathway,map01040
3570,Rv0824c,KEGG_pathway,map01212
3573,Rv0838,KEGG_pathway,map01502
3574,Rv0838,KEGG_pathway,map02020
3576,Rv0840c,KEGG_pathway,map00330
3588,Rv0843,KEGG_pathway,map00010
3589,Rv0843,KEGG_pathway,map00020
3590,Rv0843,KEGG_pathway,map00620
3591,Rv0843,KEGG_pathway,map01100
3592,Rv0843,KEGG_pathway,map01110
3593,Rv0843,KEGG_pathway,map01120
3594,Rv0843,KEGG_pathway,map01130
3595,Rv0843,KEGG_pathway,map01200
3596,Rv0843,KEGG_pathway,map04066
3597,Rv0843,KEGG_pathway,map04922
3598,Rv0843,KEGG_pathway,map05230
3600,Rv0844c,KEGG_pathway,map02020
3609,Rv0848,KEGG_pathway,map00270
3610,Rv0848,KEGG_pathway,map00920
3611,Rv0848,KEGG_pathway,map01100
3612,Rv0848,KEGG_pathway,map01110
3613,Rv0848,KEGG_pathway,map01120
3614,Rv0848,KEGG_pathway,map01130
3615,Rv0848,KEGG_pathway,map01200
3616,Rv0848,KEGG_pathway,map01230
3620,Rv0855,KEGG_pathway,map00120
3621,Rv0855,KEGG_pathway,map01100
3622,Rv0855,KEGG_pathway,map04146
3627,Rv0858c,KEGG_pathway,map00300
3628,Rv0858c,KEGG_pathway,map01100
3629,Rv0858c,KEGG_pathway,map01120
3630,Rv0858c,KEGG_pathway,map01230
3650,Rv0859,KEGG_pathway,map00071
3651,Rv0859,KEGG_pathway,map00072
3652,Rv0859,KEGG_pathway,map00280
3653,Rv0859,KEGG_pathway,map00310
3654,Rv0859,KEGG_pathway,map00362
3655,Rv0859,KEGG_pathway,map00380
3656,Rv0859,KEGG_pathway,map00620
3657,Rv0859,KEGG_pathway,map00630
3658,Rv0859,KEGG_pathway,map00640
3659,Rv0859,KEGG_pathway,map00650
3660,Rv0859,KEGG_pathway,map00720
3661,Rv0859,KEGG_pathway,map00900
3662,Rv0859,KEGG_pathway,map01100
3663,Rv0859,KEGG_pathway,map01110
3664,Rv0859,KEGG_pathway,map01120
3665,Rv0859,KEGG_pathway,map01130
3666,Rv0859,KEGG_pathway,map01200
3667,Rv0859,KEGG_pathway,map01212
3668,Rv0859,KEGG_pathway,map02020
3687,Rv0860,KEGG_pathway,map00071
3688,Rv0860,KEGG_pathway,map00280
3689,Rv0860,KEGG_pathway,map00281
3690,Rv0860,KEGG_pathway,map00310
3691,Rv0860,KEGG_pathway,map00362
3692,Rv0860,KEGG_pathway,map00380
3693,Rv0860,KEGG_pathway,map00410
3694,Rv0860,KEGG_pathway,map00640
3695,Rv0860,KEGG_pathway,map00650
3696,Rv0860,KEGG_pathway,map00903
3697,Rv0860,KEGG_pathway,map00930
3698,Rv0860,KEGG_pathway,map01040
3699,Rv0860,KEGG_pathway,map01100
3700,Rv0860,KEGG_pathway,map01110
3701,Rv0860,KEGG_pathway,map01120
3702,Rv0860,KEGG_pathway,map01130
3703,Rv0860,KEGG_pathway,map01200
3704,Rv0860,KEGG_pathway,map01212
3707,Rv0861c,KEGG_pathway,map03022
3708,Rv0861c,KEGG_pathway,map03420
3712,Rv0864,KEGG_pathway,map00790
3713,Rv0864,KEGG_pathway,map01100
3714,Rv0864,KEGG_pathway,map04122
3718,Rv0866,KEGG_pathway,map00790
3719,Rv0866,KEGG_pathway,map01100
3720,Rv0866,KEGG_pathway,map04122
3722,Rv0868c,KEGG_pathway,map04122
3726,Rv0869c,KEGG_pathway,map00790
3727,Rv0869c,KEGG_pathway,map01100
3728,Rv0869c,KEGG_pathway,map04122
3737,Rv0884c,KEGG_pathway,map00260
3738,Rv0884c,KEGG_pathway,map00680
3739,Rv0884c,KEGG_pathway,map00750
3740,Rv0884c,KEGG_pathway,map01100
3741,Rv0884c,KEGG_pathway,map01120
3742,Rv0884c,KEGG_pathway,map01130
3743,Rv0884c,KEGG_pathway,map01200
3744,Rv0884c,KEGG_pathway,map01230
3754,Rv0889c,KEGG_pathway,map00020
3755,Rv0889c,KEGG_pathway,map00630
3756,Rv0889c,KEGG_pathway,map01100
3757,Rv0889c,KEGG_pathway,map01110
3758,Rv0889c,KEGG_pathway,map01120
3759,Rv0889c,KEGG_pathway,map01130
3760,Rv0889c,KEGG_pathway,map01200
3761,Rv0889c,KEGG_pathway,map01210
3762,Rv0889c,KEGG_pathway,map01230
3772,Rv0896,KEGG_pathway,map00020
3773,Rv0896,KEGG_pathway,map00630
3774,Rv0896,KEGG_pathway,map01100
3775,Rv0896,KEGG_pathway,map01110
3776,Rv0896,KEGG_pathway,map01120
3777,Rv0896,KEGG_pathway,map01130
3778,Rv0896,KEGG_pathway,map01200
3779,Rv0896,KEGG_pathway,map01210
3780,Rv0896,KEGG_pathway,map01230
3782,Rv0902c,KEGG_pathway,map02020
3784,Rv0903c,KEGG_pathway,map02020
3795,Rv0904c,KEGG_pathway,map00061
3796,Rv0904c,KEGG_pathway,map00620
3797,Rv0904c,KEGG_pathway,map00640
3798,Rv0904c,KEGG_pathway,map00720
3799,Rv0904c,KEGG_pathway,map01100
3800,Rv0904c,KEGG_pathway,map01110
3801,Rv0904c,KEGG_pathway,map01120
3802,Rv0904c,KEGG_pathway,map01130
3803,Rv0904c,KEGG_pathway,map01200
3804,Rv0904c,KEGG_pathway,map01212
3823,Rv0905,KEGG_pathway,map00071
3824,Rv0905,KEGG_pathway,map00280
3825,Rv0905,KEGG_pathway,map00281
3826,Rv0905,KEGG_pathway,map00310
3827,Rv0905,KEGG_pathway,map00360
3828,Rv0905,KEGG_pathway,map00362
3829,Rv0905,KEGG_pathway,map00380
3830,Rv0905,KEGG_pathway,map00410
3831,Rv0905,KEGG_pathway,map00627
3832,Rv0905,KEGG_pathway,map00640
3833,Rv0905,KEGG_pathway,map00650
3834,Rv0905,KEGG_pathway,map00903
3835,Rv0905,KEGG_pathway,map00930
3836,Rv0905,KEGG_pathway,map01100
3837,Rv0905,KEGG_pathway,map01110
3838,Rv0905,KEGG_pathway,map01120
3839,Rv0905,KEGG_pathway,map01130
3840,Rv0905,KEGG_pathway,map01212
3860,Rv0914c,KEGG_pathway,map00071
3861,Rv0914c,KEGG_pathway,map00072
3862,Rv0914c,KEGG_pathway,map00280
3863,Rv0914c,KEGG_pathway,map00310
3864,Rv0914c,KEGG_pathway,map00362
3865,Rv0914c,KEGG_pathway,map00380
3866,Rv0914c,KEGG_pathway,map00620
3867,Rv0914c,KEGG_pathway,map00630
3868,Rv0914c,KEGG_pathway,map00640
3869,Rv0914c,KEGG_pathway,map00650
3870,Rv0914c,KEGG_pathway,map00720
3871,Rv0914c,KEGG_pathway,map00900
3872,Rv0914c,KEGG_pathway,map01100
3873,Rv0914c,KEGG_pathway,map01110
3874,Rv0914c,KEGG_pathway,map01120
3875,Rv0914c,KEGG_pathway,map01130
3876,Rv0914c,KEGG_pathway,map01200
3877,Rv0914c,KEGG_pathway,map01212
3878,Rv0914c,KEGG_pathway,map02020
3882,Rv0926c,KEGG_pathway,map00310
3883,Rv0926c,KEGG_pathway,map00330
3884,Rv0926c,KEGG_pathway,map00472
3886,Rv0927c,KEGG_pathway,map00121
3890,Rv0928,KEGG_pathway,map02010
3891,Rv0928,KEGG_pathway,map02020
3892,Rv0928,KEGG_pathway,map05152
3894,Rv0929,KEGG_pathway,map02010
3896,Rv0930,KEGG_pathway,map02010
3900,Rv0932c,KEGG_pathway,map02010
3901,Rv0932c,KEGG_pathway,map02020
3902,Rv0932c,KEGG_pathway,map05152
3904,Rv0933,KEGG_pathway,map02010
3908,Rv0934,KEGG_pathway,map02010
3909,Rv0934,KEGG_pathway,map02020
3910,Rv0934,KEGG_pathway,map05152
3912,Rv0935,KEGG_pathway,map02010
3914,Rv0936,KEGG_pathway,map02010
3916,Rv0937c,KEGG_pathway,map03450
3922,Rv0938,KEGG_pathway,map03030
3923,Rv0938,KEGG_pathway,map03410
3924,Rv0938,KEGG_pathway,map03420
3925,Rv0938,KEGG_pathway,map03430
3926,Rv0938,KEGG_pathway,map03450
3929,Rv0939,KEGG_pathway,map01057
3930,Rv0939,KEGG_pathway,map01130
3932,Rv0944,KEGG_pathway,map03410
3942,Rv0946c,KEGG_pathway,map00010
3943,Rv0946c,KEGG_pathway,map00030
3944,Rv0946c,KEGG_pathway,map00500
3945,Rv0946c,KEGG_pathway,map00520
3946,Rv0946c,KEGG_pathway,map01100
3947,Rv0946c,KEGG_pathway,map01110
3948,Rv0946c,KEGG_pathway,map01120
3949,Rv0946c,KEGG_pathway,map01130
3950,Rv0946c,KEGG_pathway,map01200
3956,Rv0948c,KEGG_pathway,map00400
3957,Rv0948c,KEGG_pathway,map01100
3958,Rv0948c,KEGG_pathway,map01110
3959,Rv0948c,KEGG_pathway,map01130
3960,Rv0948c,KEGG_pathway,map01230
3963,Rv0949,KEGG_pathway,map03420
3964,Rv0949,KEGG_pathway,map03430
3974,Rv0951,KEGG_pathway,map00020
3975,Rv0951,KEGG_pathway,map00640
3976,Rv0951,KEGG_pathway,map00660
3977,Rv0951,KEGG_pathway,map00720
3978,Rv0951,KEGG_pathway,map01100
3979,Rv0951,KEGG_pathway,map01110
3980,Rv0951,KEGG_pathway,map01120
3981,Rv0951,KEGG_pathway,map01130
3982,Rv0951,KEGG_pathway,map01200
3992,Rv0952,KEGG_pathway,map00020
3993,Rv0952,KEGG_pathway,map00640
3994,Rv0952,KEGG_pathway,map00660
3995,Rv0952,KEGG_pathway,map00720
3996,Rv0952,KEGG_pathway,map01100
3997,Rv0952,KEGG_pathway,map01110
3998,Rv0952,KEGG_pathway,map01120
3999,Rv0952,KEGG_pathway,map01130
4000,Rv0952,KEGG_pathway,map01200
4006,Rv0956,KEGG_pathway,map00230
4007,Rv0956,KEGG_pathway,map00670
4008,Rv0956,KEGG_pathway,map01100
4009,Rv0956,KEGG_pathway,map01110
4010,Rv0956,KEGG_pathway,map01130
4017,Rv0957,KEGG_pathway,map00230
4018,Rv0957,KEGG_pathway,map00670
4019,Rv0957,KEGG_pathway,map01100
4020,Rv0957,KEGG_pathway,map01110
4021,Rv0957,KEGG_pathway,map01130
4022,Rv0957,KEGG_pathway,map01523
4026,Rv0958,KEGG_pathway,map00860
4027,Rv0958,KEGG_pathway,map01100
4028,Rv0958,KEGG_pathway,map01110
4047,Rv0971c,KEGG_pathway,map00071
4048,Rv0971c,KEGG_pathway,map00280
4049,Rv0971c,KEGG_pathway,map00281
4050,Rv0971c,KEGG_pathway,map00310
4051,Rv0971c,KEGG_pathway,map00360
4052,Rv0971c,KEGG_pathway,map00362
4053,Rv0971c,KEGG_pathway,map00380
4054,Rv0971c,KEGG_pathway,map00410
4055,Rv0971c,KEGG_pathway,map00627
4056,Rv0971c,KEGG_pathway,map00640
4057,Rv0971c,KEGG_pathway,map00650
4058,Rv0971c,KEGG_pathway,map00903
4059,Rv0971c,KEGG_pathway,map00930
4060,Rv0971c,KEGG_pathway,map01100
4061,Rv0971c,KEGG_pathway,map01110
4062,Rv0971c,KEGG_pathway,map01120
4063,Rv0971c,KEGG_pathway,map01130
4064,Rv0971c,KEGG_pathway,map01212
4076,Rv0973c,KEGG_pathway,map00020
4077,Rv0973c,KEGG_pathway,map00280
4078,Rv0973c,KEGG_pathway,map00620
4079,Rv0973c,KEGG_pathway,map00630
4080,Rv0973c,KEGG_pathway,map00640
4081,Rv0973c,KEGG_pathway,map00720
4082,Rv0973c,KEGG_pathway,map01100
4083,Rv0973c,KEGG_pathway,map01120
4084,Rv0973c,KEGG_pathway,map01130
4085,Rv0973c,KEGG_pathway,map01200
4086,Rv0973c,KEGG_pathway,map01230
4097,Rv0975c,KEGG_pathway,map00071
4098,Rv0975c,KEGG_pathway,map00280
4099,Rv0975c,KEGG_pathway,map00410
4100,Rv0975c,KEGG_pathway,map00640
4101,Rv0975c,KEGG_pathway,map01100
4102,Rv0975c,KEGG_pathway,map01110
4103,Rv0975c,KEGG_pathway,map01130
4104,Rv0975c,KEGG_pathway,map01200
4105,Rv0975c,KEGG_pathway,map01212
4106,Rv0975c,KEGG_pathway,map03320
4108,Rv0979A,KEGG_pathway,map03010
4110,Rv0981,KEGG_pathway,map02020
4112,Rv0982,KEGG_pathway,map02020
4114,Rv0983,KEGG_pathway,map02020
4117,Rv0989c,KEGG_pathway,map00900
4118,Rv0989c,KEGG_pathway,map01110
4121,Rv0992c,KEGG_pathway,map00670
4122,Rv0992c,KEGG_pathway,map01100
4129,Rv0993,KEGG_pathway,map00040
4130,Rv0993,KEGG_pathway,map00052
4131,Rv0993,KEGG_pathway,map00500
4132,Rv0993,KEGG_pathway,map00520
4133,Rv0993,KEGG_pathway,map01100
4134,Rv0993,KEGG_pathway,map01130
4137,Rv0994,KEGG_pathway,map00790
4138,Rv0994,KEGG_pathway,map01100
4143,Rv1001,KEGG_pathway,map00220
4144,Rv1001,KEGG_pathway,map01100
4145,Rv1001,KEGG_pathway,map01110
4146,Rv1001,KEGG_pathway,map01130
4150,Rv1002c,KEGG_pathway,map00514
4151,Rv1002c,KEGG_pathway,map00515
4152,Rv1002c,KEGG_pathway,map01100
4154,Rv1005c,KEGG_pathway,map00790
4157,Rv1007c,KEGG_pathway,map00450
4158,Rv1007c,KEGG_pathway,map00970
4163,Rv1011,KEGG_pathway,map00900
4164,Rv1011,KEGG_pathway,map01100
4165,Rv1011,KEGG_pathway,map01110
4166,Rv1011,KEGG_pathway,map01130
4168,Rv1015c,KEGG_pathway,map03010
4177,Rv1017c,KEGG_pathway,map00030
4178,Rv1017c,KEGG_pathway,map00230
4179,Rv1017c,KEGG_pathway,map01100
4180,Rv1017c,KEGG_pathway,map01110
4181,Rv1017c,KEGG_pathway,map01120
4182,Rv1017c,KEGG_pathway,map01130
4183,Rv1017c,KEGG_pathway,map01200
4184,Rv1017c,KEGG_pathway,map01230
4188,Rv1018c,KEGG_pathway,map00520
4189,Rv1018c,KEGG_pathway,map01100
4190,Rv1018c,KEGG_pathway,map01130
4192,Rv1020,KEGG_pathway,map03420
4194,Rv1021,KEGG_pathway,map00230
4205,Rv1023,KEGG_pathway,map00010
4206,Rv1023,KEGG_pathway,map00680
4207,Rv1023,KEGG_pathway,map01100
4208,Rv1023,KEGG_pathway,map01110
4209,Rv1023,KEGG_pathway,map01120
4210,Rv1023,KEGG_pathway,map01130
4211,Rv1023,KEGG_pathway,map01200
4212,Rv1023,KEGG_pathway,map01230
4213,Rv1023,KEGG_pathway,map03018
4214,Rv1023,KEGG_pathway,map04066
4216,Rv1026,KEGG_pathway,map00230
4219,Rv1027c,KEGG_pathway,map02020
4220,Rv1027c,KEGG_pathway,map02024
4222,Rv1028c,KEGG_pathway,map02020
4224,Rv1029,KEGG_pathway,map02020
4226,Rv1030,KEGG_pathway,map02020
4228,Rv1031,KEGG_pathway,map02020
4230,Rv1032c,KEGG_pathway,map02020
4232,Rv1033c,KEGG_pathway,map02020
4236,Rv1059,KEGG_pathway,map00310
4237,Rv1059,KEGG_pathway,map00330
4238,Rv1059,KEGG_pathway,map00472
4257,Rv1070c,KEGG_pathway,map00071
4258,Rv1070c,KEGG_pathway,map00280
4259,Rv1070c,KEGG_pathway,map00281
4260,Rv1070c,KEGG_pathway,map00310
4261,Rv1070c,KEGG_pathway,map00360
4262,Rv1070c,KEGG_pathway,map00362
4263,Rv1070c,KEGG_pathway,map00380
4264,Rv1070c,KEGG_pathway,map00410
4265,Rv1070c,KEGG_pathway,map00627
4266,Rv1070c,KEGG_pathway,map00640
4267,Rv1070c,KEGG_pathway,map00650
4268,Rv1070c,KEGG_pathway,map00903
4269,Rv1070c,KEGG_pathway,map00930
4270,Rv1070c,KEGG_pathway,map01100
4271,Rv1070c,KEGG_pathway,map01110
4272,Rv1070c,KEGG_pathway,map01120
4273,Rv1070c,KEGG_pathway,map01130
4274,Rv1070c,KEGG_pathway,map01212
4293,Rv1071c,KEGG_pathway,map00071
4294,Rv1071c,KEGG_pathway,map00280
4295,Rv1071c,KEGG_pathway,map00281
4296,Rv1071c,KEGG_pathway,map00310
4297,Rv1071c,KEGG_pathway,map00360
4298,Rv1071c,KEGG_pathway,map00362
4299,Rv1071c,KEGG_pathway,map00380
4300,Rv1071c,KEGG_pathway,map00410
4301,Rv1071c,KEGG_pathway,map00627
4302,Rv1071c,KEGG_pathway,map00640
4303,Rv1071c,KEGG_pathway,map00650
4304,Rv1071c,KEGG_pathway,map00903
4305,Rv1071c,KEGG_pathway,map00930
4306,Rv1071c,KEGG_pathway,map01100
4307,Rv1071c,KEGG_pathway,map01110
4308,Rv1071c,KEGG_pathway,map01120
4309,Rv1071c,KEGG_pathway,map01130
4310,Rv1071c,KEGG_pathway,map01212
4330,Rv1074c,KEGG_pathway,map00071
4331,Rv1074c,KEGG_pathway,map00072
4332,Rv1074c,KEGG_pathway,map00280
4333,Rv1074c,KEGG_pathway,map00310
4334,Rv1074c,KEGG_pathway,map00362
4335,Rv1074c,KEGG_pathway,map00380
4336,Rv1074c,KEGG_pathway,map00620
4337,Rv1074c,KEGG_pathway,map00630
4338,Rv1074c,KEGG_pathway,map00640
4339,Rv1074c,KEGG_pathway,map00650
4340,Rv1074c,KEGG_pathway,map00720
4341,Rv1074c,KEGG_pathway,map00900
4342,Rv1074c,KEGG_pathway,map01100
4343,Rv1074c,KEGG_pathway,map01110
4344,Rv1074c,KEGG_pathway,map01120
