,0
gene_id,Rv3659c
name,Rv3659c
operon,Op2284
gene_product,conjugal transfer protein
COG,"Intracellular trafficking, secretion, and vesicular transport"
regulator,"csoR,trcR,whiA,Rv1719"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3659c"">External Database</a>"
