,0
gene_id,Rv1929c
name,Rv1929c
operon,Op1216
gene_product,hypothetical protein
COG,Energy production and conversion
regulator,"Rv0023,Rv0324,Rv0767c,mprA,mprB,Rv1353c,marR,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1929c"">External Database</a>"
