,0
gene_id,Rv0495c
name,Rv0495c
operon,Op332
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv1776c,Rv2642,espR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0495c"">External Database</a>"
